code_voie;no_voie;code_id_commune;voie;code_departement;commune;type_de_voie;code_postal
250;2;833;BERTHELOT;33;LEGE-CAP-FERRET;RUE;33950.0
1270;72;809;LAMARQUE DE PLAISANCE;33;ARCACHON;CRS;33120.0
186;46;813;DE LA COTE D ARGENT;33;GUJAN MESTRAS;BD;33470.0
3150;3;812;VICTOR HUGO;33;LA TESTE-DE-BUCH;RUE;33260.0
187;2;829;EUGENE DELACROIX;33;ARES;RUE;33740.0
62;19;853;DE LA COTE D ARGENT;33;MARCHEPRIME;AV;33380.0
138;18;813;DE CESAREE;33;GUJAN MESTRAS;AV;33470.0
A150;6;830;LES JARDINS DE FARGUES;33;FARGUES SAINT HILAIRE;;33370.0
1845;10;854;LOUIS GAUME PYLA;33;LA TESTE-DE-BUCH;AV;33115.0
6755;60;818;DE NUITS;33;BORDEAUX;RUE;33100.0
617;27;819;PILLE BOURSE;33;LORMONT;RUE;33310.0
1250;1;822;OUEST CAP FERRET;33;LEGE-CAP-FERRET;AV;33970.0
146;8;829;DU CIRES;33;ARES;RUE;33740.0
965;295;849;DE SAINT ROMAIN;33;SAINT-ANDRE-DE-CUBZAC;RTE;33240.0
815;8;829;DU PORT OSTREICOLE;33;ARES;RUE;33740.0
403;14;819;L HERMITAGE STE CATHERINE;33;LORMONT;RUE;33310.0
1850;104;809;DE LA PLAGE;33;ARCACHON;BD;33120.0
510;94;809;DESBIEY;33;ARCACHON;CRS;33120.0
325;32;823;DU PORT;33;LE TEICH;RUE;33470.0
1546;1;814;PAUL VERLAINE;33;CENON;RUE;33150.0
540;78;813;DE MEYRAN;33;GUJAN MESTRAS;AV;33470.0
2825;1;818;DUBESSAN;33;BORDEAUX;RUE;33100.0
103;9;837;DE BORDEAUX;33;AUDENGE;RTE;33980.0
798;9;829;CAMILLE PISSARO;33;ARES;RUE;33740.0
505;2;822;DES CORMORANS CAP FERRET;33;LEGE-CAP-FERRET;RUE;33970.0
830;20;817;DE TAUSSAT;33;ANDERNOS-LES-BAINS;AV;33510.0
8920;372;818;THIERS;33;BORDEAUX;AV;33100.0
11;13;855;DE L'AIRIAL;33;CASTRES GIRONDE;PL;33640.0
21;41;856;DE L EGLISE;33;LESTIAC-SUR-GARONNE;CHE;33550.0
265;38;809;DU CAP ALLEGRE;33;ARCACHON;QUAI;33120.0
234;4;844;AUGUSTE BOLLEE;33;BASSENS;RUE;33530.0
420;22;839;PASTEUR;33;AMBARES-ET-LAGRAVE;RUE;33440.0
215;1;814;CAMILLE PELLETAN;33;CENON;RUE;33150.0
980;8;809;GUSTAVE HAMEAU;33;ARCACHON;RUE;33120.0
123;11;814;BEAUMARCHAIS;33;CENON;RUE;33150.0
220;12;809;BOUILLAUD;33;ARCACHON;ALL;33120.0
410;28;839;DU PARC DES SPORTS;33;AMBARES-ET-LAGRAVE;RUE;33440.0
110;2;813;CAMILLE DIGNAC;33;GUJAN MESTRAS;RUE;33470.0
835;24;818;DE LA BENAUGE;33;BORDEAUX;RUE;33100.0
1850;50;809;DE LA PLAGE;33;ARCACHON;BD;33120.0
26;19;843;DE CASTOR;33;LE BARP;RUE;33114.0
2150;9;809;SULLY MELENDES;33;ARCACHON;RUE;33120.0
978;3;829;MAURICE UTRILLO;33;ARES;ALL;33740.0
95;9002;841;DE BLAGON;33;LANTON;RTE;33138.0
8920;372;818;THIERS;33;BORDEAUX;AV;33100.0
55;27;857;DU CHATEAU;33;LA BREDE;AV;33650.0
325;32;823;DU PORT;33;LE TEICH;RUE;33470.0
B041;5;827;LACROIX;33;TRESSES;;33370.0
570;80;832;DE RAMBAUD;33;LEOGNAN;RUE;33850.0
118;3;836;DE L ESTEY;33;LATRESNE;CHE;33360.0
1479;58;812;GUYNEMER CAZAUX;33;LA TESTE-DE-BUCH;RUE;33260.0
1845;10;854;LOUIS GAUME PYLA;33;LA TESTE-DE-BUCH;AV;33115.0
1530;13;818;DU CAPITAINE FERRAND;33;BORDEAUX;RUE;33100.0
650;21;809;EDOUARD GAFFET;33;ARCACHON;ALL;33120.0
1493;21;814;DU ONZE NOVEMBRE 1918;33;CENON;RUE;33150.0
840;60;813;DE VERDUN;33;GUJAN MESTRAS;CRS;33470.0
1730;106;822;DE LA VIGNE CAP FERRET;33;LEGE-CAP-FERRET;AV;33970.0
2050;12;809;STE MARIE;33;ARCACHON;AV;33120.0
354;;812;DE BISSERIE;33;LA TESTE-DE-BUCH;IMP;33260.0
436;2;808;MAURICE LAFON;33;BIGANOS;ALL;33380.0
1270;72;809;LAMARQUE DE PLAISANCE;33;ARCACHON;CRS;33120.0
62;19;853;DE LA COTE D ARGENT;33;MARCHEPRIME;AV;33380.0
2550;1;812;DES POILUS;33;LA TESTE-DE-BUCH;RUE;33260.0
827;1;815;DE LA GARONNE;33;FLOIRAC;AV;33270.0
85;28;814;ARISTIDE BRIAND;33;CENON;RUE;33150.0
790;37;813;DE LA REPUBLIQUE;33;GUJAN MESTRAS;CRS;33470.0
453;4;823;MARTIAL GARNUNG;33;LE TEICH;RUE;33470.0
861;79;858;DE LA REPUBLIQUE;33;SAINT LOUBES;AV;33450.0
422;13;841;DE LA LIBERATION;33;LANTON;AV;33138.0
1353;9;815;RICHELIEU;33;FLOIRAC;RUE;33270.0
8920;7;818;THIERS;33;BORDEAUX;AV;33100.0
1561;2;814;PIERRE BENOIT;33;CENON;RUE;33150.0
916;5000;825;DE LA VERRERIE;33;CREON;PARC;33670.0
93;10;851;DES MIMOSAS;33;MIOS;ALL;33380.0
840;66;813;DE VERDUN;33;GUJAN MESTRAS;CRS;33470.0
962;17;829;DES TOURTERELLES;33;ARES;AV;33740.0
37;5;842;DU GENERAL DE GAULLE;33;BARSAC;AV;33720.0
995;46;833;DE LA MAIRIE;33;LEGE-CAP-FERRET;AV;33950.0
2002;17;809;ST ELME;33;ARCACHON;RUE;33120.0
659;20;819;DU PDT SALVADOR ALLENDE;33;LORMONT;AV;33310.0
1308;3;812;DES HELIANTHEMES;33;LA TESTE-DE-BUCH;RUE;33260.0
66;5;829;DU BOIS D'ARMAND;33;ARES;ALL;33740.0
943;80;849;DE SALIGNAC;33;SAINT-ANDRE-DE-CUBZAC;RTE;33240.0
252;21;819;EDOUARD HERRIOT;33;LORMONT;RUE;33310.0
7665;40;818;PROMIS;33;BORDEAUX;RUE;33100.0
252;21;819;EDOUARD HERRIOT;33;LORMONT;RUE;33310.0
1050;64;809;HERICART DE THURY;33;ARCACHON;CRS;33120.0
489;165;811;DE L ORMEAU;33;CADAUJAC;RUE;33140.0
85;13;814;ARISTIDE BRIAND;33;CENON;RUE;33150.0
460;33;813;DE LA LIBERTE;33;GUJAN MESTRAS;RUE;33470.0
1337;9000;831;RESIDENCE VOLUTIS;33;LANGON;;33210.0
820;7;829;DU QUATORZE JUILLET;33;ARES;RUE;33740.0
415;1;819;JACQUES THIBAULT;33;LORMONT;RUE;33310.0
2230;9001;809;DES TILLEULS;33;ARCACHON;ALL;33120.0
215;11;814;CAMILLE PELLETAN;33;CENON;RUE;33150.0
136;55;849;DE BOURG;33;SAINT-ANDRE-DE-CUBZAC;RTE;33240.0
282;28;810;ANDRE MALRAUX;33;CARBON BLANC;RUE;33560.0
234;25;844;AUGUSTE BOLLEE;33;BASSENS;RUE;33530.0
1658;20;814;RENE DESCARTES;33;CENON;RUE;33150.0
332;40;811;DES FRENES;33;CADAUJAC;RUE;33140.0
2049;29;812;MICHEL LABARTHE;33;LA TESTE-DE-BUCH;RUE;33260.0
A041;10;837;DU PAS DE MADAME;33;AUDENGE;RES;33980.0
1571;4;814;PIERRE CURIE;33;CENON;RUE;33150.0
1270;135;809;LAMARQUE DE PLAISANCE;33;ARCACHON;CRS;33120.0
827;11;815;DE LA GARONNE;33;FLOIRAC;AV;33270.0
B043;615;859;RUAUT;33;SAINTE EULALIE;;33560.0
1747;2;814;ELSA TRIOLET;33;CENON;ALL;33150.0
3415;8;818;FEAUGAS;33;BORDEAUX;CITE;33100.0
83;1;827;DE BOURDIEU;33;TRESSES;RUE;33370.0
1247;1;814;JEAN ZAY;33;CENON;RUE;33150.0
857;1;815;F. GOYA;33;FLOIRAC;ALL;33270.0
962;20;829;DES TOURTERELLES;33;ARES;AV;33740.0
100;12;860;DE FLAUJACQ;33;GRIGNOLS;RTE;33690.0
77;22;821;DE BOURDETTE;33;PAILLET;ALL;33550.0
A015;9001;819;LA BACHELLERIE;33;LORMONT;RES;33310.0
77;2;821;DE BOURDETTE;33;PAILLET;ALL;33550.0
136;55;849;DE BOURG;33;SAINT-ANDRE-DE-CUBZAC;RTE;33240.0
1730;106;822;DE LA VIGNE CAP FERRET;33;LEGE-CAP-FERRET;AV;33970.0
1926;9000;812;MARIE DUFAURE CAZAUX;33;LA TESTE-DE-BUCH;ALL;33260.0
2049;30;812;MICHEL LABARTHE;33;LA TESTE-DE-BUCH;RUE;33260.0
1730;24;809;DE L OCEAN;33;ARCACHON;BD;33120.0
22;13;823;EDOUARD ET JACQUES BEYNEL;33;LE TEICH;RUE;33470.0
1111;5004;831;LES JARDINS DE LA PALMERAI;33;LANGON;;33210.0
664;7;817;PIERRE PONS;33;ANDERNOS-LES-BAINS;AV;33510.0
1571;4;814;PIERRE CURIE;33;CENON;RUE;33150.0
1875;8;812;MANCILLIA;33;LA TESTE-DE-BUCH;RUE;33260.0
2050;8;809;STE MARIE;33;ARCACHON;AV;33120.0
282;26;810;ANDRE MALRAUX;33;CARBON BLANC;RUE;33560.0
1467;1270;812;GUSTAVE EIFFEL;33;LA TESTE-DE-BUCH;AV;33260.0
50;17;819;AUBERNY;33;LORMONT;PL;33310.0
3150;3;812;VICTOR HUGO;33;LA TESTE-DE-BUCH;RUE;33260.0
B086;481;861;LE MAS;33;GENISSAC;;33420.0
740;89;862;JEAN JACQUES ROUSSEAU;33;LIBOURNE;RUE;33500.0
245;22;863;ROUGET DE L ISLE;33;CASTILLON-LA-BATAILLE;RUE;33350.0
204;14;864;JEAN BOUSSARD;33;BLAYE;AV;33390.0
320;55;862;CLEMENT THOMAS;33;LIBOURNE;RUE;33500.0
740;20;862;JEAN JACQUES ROUSSEAU;33;LIBOURNE;RUE;33500.0
293;56;862;CHAPERON GRANGERE;33;LIBOURNE;RUE;33500.0
293;56;862;CHAPERON GRANGERE;33;LIBOURNE;RUE;33500.0
38;3;865;DE LA GARE;33;PINEUILH;RUE;33220.0
1030;24;862;DES MURS;33;LIBOURNE;RUE;33500.0
60;14;866;DES SAULES;33;SAINT-YZAN-DE-SOUDIAC;RUE;33920.0
1343;2;862;SUZANNE CHAUMET;33;LIBOURNE;RUE;33500.0
468;11;864;TOUVENT;33;BLAYE;RUE;33390.0
588;16;862;GEORGES POMPIDOU;33;LIBOURNE;AV;33500.0
A011;63;864;DU GENERAL PATTON;33;BLAYE;VGE;33390.0
1249;62;862;DE LA ROUDET;33;LIBOURNE;AV;33500.0
1091;27;862;PIERRE BENOIT;33;LIBOURNE;RUE;33500.0
B057;;867;LAGASSE;33;SAINT-QUENTIN-DE-BARON;;33750.0
1385;2;862;TOULOUSE LAUTREC;33;LIBOURNE;RUE;33500.0
13;12;868;DE LA BACONNE;33;SAINT-SAVIN;RTE;33920.0
280;66;862;DES CHAIS;33;LIBOURNE;RUE;33500.0
430;45;869;DE L HIPPODROMME;33;COUTRAS;RTE;33230.0
430;45;869;DE L HIPPODROMME;33;COUTRAS;RTE;33230.0
1120;32;862;PLINE PARMENTIER;33;LIBOURNE;RUE;33500.0
2183;1;870;HENRI MATISSE;33;ST-SEURIN-SUR-L ISLE;RUE;33660.0
1503;2;862;HENRY GUILLIER;33;LIBOURNE;RUE;33500.0
935;90;862;DU MARECHAL FOCH;33;LIBOURNE;AV;33500.0
B057;;867;LAGASSE;33;SAINT-QUENTIN-DE-BARON;;33750.0
430;45;869;DE L HIPPODROMME;33;COUTRAS;RTE;33230.0
95;4;871;JEAN JACQUES ROUSSEAU;33;SAINTE-FOY-LA-GRANDE;RUE;33220.0
320;55;862;CLEMENT THOMAS;33;LIBOURNE;RUE;33500.0
48;45;872;DE LA REPUBLIQUE;33;SAINT-CIERS-SUR-GIRONDE;AV;33820.0
500;34;862;FONNEUVE;33;LIBOURNE;RUE;33500.0
B069;357;873;SENAU;33;VAYRES;;33870.0
1310;9;874;MICHELE PERREIN;33;LA REOLE;RUE;33190.0
120;26;875;GAMBETTA;33;SAINT-MACAIRE;CRS;33490.0
120;26;875;GAMBETTA;33;SAINT-MACAIRE;CRS;33490.0
44;6;876;DES JARDINIERS;33;SAUVETERRE-DE-GUYENNE;RUE;33540.0
120;26;875;GAMBETTA;33;SAINT-MACAIRE;CRS;33490.0
120;26;875;GAMBETTA;33;SAINT-MACAIRE;CRS;33490.0
B005;822;877;LA BAYNASSE SUD;33;CARCANS;;33121.0
331;21;878;DE LA PTE DE GRAVE;33;SOULAC-SUR-MER;AV;33780.0
17;12;878;ANDRE LEROUX;33;SOULAC-SUR-MER;RUE;33780.0
395;41;878;TROUCHE;33;SOULAC-SUR-MER;RUE;33780.0
A003;;877;ARTS ET VIE;33;CARCANS;VGE;33121.0
48;24;878;CHARCOT;33;SOULAC-SUR-MER;BD;33780.0
A026;1174;879;ESPACOTEL;33;HOURTIN;VGE;33990.0
215;106;878;DES LACS;33;SOULAC-SUR-MER;RTE;33780.0
A003;9001;879;BABORD;33;HOURTIN;RES;33990.0
175;9;880;DES FONTAINES;33;SAINT LAURENT MEDOC;RUE;33112.0
A066;9021;879;DE VACANCES MOUSSAILLONS;33;HOURTIN;VGE;33990.0
252;3097;878;MARSAN DE MONTBRUN;33;SOULAC-SUR-MER;BD;33780.0
A003;9001;877;ARTS ET VIE;33;CARCANS;VGE;33121.0
76;40;881;DE GRAYAN;33;LE VERDON SUR MER;CHE;33123.0
252;3097;878;MARSAN DE MONTBRUN;33;SOULAC-SUR-MER;BD;33780.0
B186;1401;879;PECHERIES DU MAYNE PAUVRE;33;HOURTIN;;33990.0
A003;9001;877;ARTS ET VIE;33;CARCANS;VGE;33121.0
B069;;879;DERRIERE LE MOULIN;33;HOURTIN;;33990.0
B069;;879;DERRIERE LE MOULIN;33;HOURTIN;;33990.0
A014;16;882;BOULANGE;33;LESPARRE-MEDOC;LOT;33340.0
A026;1174;879;ESPACOTEL;33;HOURTIN;VGE;33990.0
331;23;878;DE LA PTE DE GRAVE;33;SOULAC-SUR-MER;AV;33780.0
A032;66;879;LE GENOIS I;33;HOURTIN;RES;33990.0
B069;;879;DERRIERE LE MOULIN;33;HOURTIN;;33990.0
253;5;878;MAQUIS DES VIGNES OUDIDES;33;SOULAC-SUR-MER;RUE;33780.0
147;13;883;DES EGLANTIERS;33;VERTHEUIL;RUE;33180.0
74;8;881;HENRI DE BOURNAZEL;33;LE VERDON SUR MER;RUE;33123.0
147;1;879;PETIT PONT;33;HOURTIN;IMP;33990.0
A026;1173;879;ESPACOTEL;33;HOURTIN;VGE;33990.0
A047;9001;881;ESPACE ATLANTIQUE CANARIES;33;LE VERDON SUR MER;RES;33123.0
74;8;881;HENRI DE BOURNAZEL;33;LE VERDON SUR MER;RUE;33123.0
960;30;882;DU GAL LECLERC;33;LESPARRE-MEDOC;CRS;33340.0
74;8;881;HENRI DE BOURNAZEL;33;LE VERDON SUR MER;RUE;33123.0
19;24;878;AMIRAL COURBET;33;SOULAC-SUR-MER;RUE;33780.0
B220;;880;LOUSTEAUNEUF;33;SAINT LAURENT MEDOC;;33112.0
73;6;884;DE CAMASSON;33;SAINT-VIVIEN-DE-MEDOC;CHE;33590.0
175;9;880;DES FONTAINES;33;SAINT LAURENT MEDOC;RUE;33112.0
215;66;878;DES LACS;33;SOULAC-SUR-MER;RTE;33780.0
A003;9001;879;BABORD;33;HOURTIN;RES;33990.0
74;8;881;HENRI DE BOURNAZEL;33;LE VERDON SUR MER;RUE;33123.0
B005;822;877;LA BAYNASSE SUD;33;CARCANS;;33121.0
200;49;880;DU GEN DE GAULLE;33;SAINT LAURENT MEDOC;RUE;33112.0
A045;9001;881;ESPACE ATLANTIQUE ACORES;33;LE VERDON SUR MER;RES;33123.0
253;5;878;MAQUIS DES VIGNES OUDIDES;33;SOULAC-SUR-MER;RUE;33780.0
A003;9001;877;ARTS ET VIE;33;CARCANS;VGE;33121.0
A034;1185;879;LE GENOIS III;33;HOURTIN;;33990.0
A003;9001;877;ARTS ET VIE;33;CARCANS;VGE;33121.0
253;29;878;MAQUIS DES VIGNES OUDIDES;33;SOULAC-SUR-MER;RUE;33780.0
256;9;878;DE LA NEVE;33;SOULAC-SUR-MER;CHE;33780.0
200;2;878;JEANNE D ARC;33;SOULAC-SUR-MER;RUE;33780.0
51;;879;DE L ESQUIF;33;HOURTIN;IMP;33990.0
215;66;878;DES LACS;33;SOULAC-SUR-MER;RTE;33780.0
51;;879;DE L ESQUIF;33;HOURTIN;IMP;33990.0
1100;7;882;PASTEUR;33;LESPARRE-MEDOC;RUE;33340.0
73;8;884;DE CAMASSON;33;SAINT-VIVIEN-DE-MEDOC;CHE;33590.0
B005;822;877;LA BAYNASSE SUD;33;CARCANS;;33121.0
20;21;881;AUSONE;33;LE VERDON SUR MER;RUE;33123.0
15;20;878;DE L AMELIE;33;SOULAC-SUR-MER;BD;33780.0
48;4;878;CHARCOT;33;SOULAC-SUR-MER;BD;33780.0
271;427;885;ANDRE LE NOTRE;34;MONTPELLIER;RUE;34080.0
1320;3;886;CHRESTIEN;34;MONTPELLIER;RUE;34000.0
905;1235;887;DE BUGAREL;34;MONTPELLIER;RUE;34070.0
2390;18;886;FREDERIC BAZILLE;34;MONTPELLIER;RUE;34000.0
2255;598;887;DE FONTCARRADE;34;MONTPELLIER;RUE;34070.0
2030;25;886;ERNEST MICHEL;34;MONTPELLIER;RUE;34000.0
6104;109;888;FRANCIS LOPEZ;34;MONTPELLIER;RUE;34090.0
830;8;886;BOUSSAIROLLES;34;MONTPELLIER;RUE;34000.0
3315;5;887;DE LORRAINE;34;MONTPELLIER;RUE;34070.0
395;162;889;SAINT MAURICE;34;PALAVAS-LES-FLOTS;AV;34250.0
227;141;890;DES ESQUIFS CARNON;34;MAUGUIO;PL;34130.0
4666;949;885;DU PROFESSEUR LOUIS RAVAS;34;MONTPELLIER;AV;34080.0
151;9001;890;COMTES DE MELGUEIL  CARNON;34;MAUGUIO;AV;34130.0
3085;23;885;JULES GUESDE;34;MONTPELLIER;RUE;34080.0
112;29;891;DES SOURCES;34;JUVIGNAC;RUE;34990.0
2893;727;887;JACQUES BOUNIN;34;MONTPELLIER;RUE;34070.0
683;;890;DU VIEUX VILLAGE CARNON;34;MAUGUIO;RUE;34130.0
123;15;892;ALBERT CAMUS;34;PEROLS;RUE;34470.0
8272;233;886;THEROIGNE DE MERICOURT;34;MONTPELLIER;AV;34000.0
1910;11;886;DES ECOLES LAIQUES;34;MONTPELLIER;RUE;34000.0
1970;14;888;EMILE DIACON;34;MONTPELLIER;AV;34090.0
1567;21;887;ROGER COUDERC;34;MONTPELLIER;AV;34070.0
460;13;887;AZEMA;34;MONTPELLIER;RUE;34070.0
120;2;889;COURTE;34;PALAVAS-LES-FLOTS;RUE;34250.0
2030;2;886;ERNEST MICHEL;34;MONTPELLIER;RUE;34000.0
73;17;893;FONT DE LA ROQUE;34;LE CRES;RUE;34920.0
38;95;894;DES COLVERTS;34;LA GRANDE MOTTE;ALL;34280.0
3913;7;887;MURILLO;34;MONTPELLIER;SQ;34070.0
626;59;895;MARCEL DASSAULT;34;CASTELNAU LE LEZ;AV;34170.0
5704;491;887;DE VANIERES;34;MONTPELLIER;AV;34070.0
225;7;892;DES CYCLADES;34;PEROLS;RUE;34470.0
8161;23;886;DE CHIO;34;MONTPELLIER;RUE;34000.0
5055;35;887;SAINT CLEOPHAS;34;MONTPELLIER;RUE;34070.0
184;370;894;DE LA PLAGE;34;LA GRANDE MOTTE;ALL;34280.0
215;9;896;EMMANUEL CHABRIER;34;LATTES;IMP;34970.0
215;9;896;EMMANUEL CHABRIER;34;LATTES;IMP;34970.0
2465;1278;888;DE GANGES;34;MONTPELLIER;RTE;34090.0
6055;239;886;BRUMAIRE;34;MONTPELLIER;RUE;34000.0
5347;188;885;DE SICILE;34;MONTPELLIER;RUE;34080.0
4905;4;886;RIGAUD;34;MONTPELLIER;RUE;34000.0
1940;4;887;EDOUARD VII;34;MONTPELLIER;RUE;34070.0
203;7;894;DU LABECH;34;LA GRANDE MOTTE;RUE;34280.0
50;6;897;DU PUITS;34;SAINT-AUNES;RUE;34130.0
4210;775;885;PAUL RIMBAUD;34;MONTPELLIER;RUE;34080.0
314;101;898;DE L ORTET;34;SAINT-JEAN-DE-VEDAS;ESP;34430.0
903;300;887;BUFFON;34;MONTPELLIER;RUE;34070.0
196;246;894;DES PHENICIENS;34;LA GRANDE MOTTE;ALL;34280.0
9160;79;886;RAY CHARLES;34;MONTPELLIER;RUE;34000.0
360;1;889;PAUL CUNQ;34;PALAVAS-LES-FLOTS;QUAI;34250.0
2460;37;886;GAMBETTA;34;MONTPELLIER;CRS;34000.0
112;35;891;DES SOURCES;34;JUVIGNAC;RUE;34990.0
3315;9;887;DE LORRAINE;34;MONTPELLIER;RUE;34070.0
370;167;895;DES DAHLIAS;34;CASTELNAU LE LEZ;IMP;34170.0
420;50;895;DE LA GALINE;34;CASTELNAU LE LEZ;AV;34170.0
5336;100;885;SEAN MAC BRIDE;34;MONTPELLIER;PL;34080.0
2255;813;887;DE FONTCARRADE;34;MONTPELLIER;RUE;34070.0
234;7;887;DES AMARYLLIS;34;MONTPELLIER;RUE;34070.0
1321;57;887;CHRISTIAN BENEZECH;34;MONTPELLIER;RUE;34070.0
5795;5;886;VICTOR HUGO;34;MONTPELLIER;BD;34000.0
71;80;894;ROBERT FAGES;34;LA GRANDE MOTTE;AV;34280.0
4649;636;888;DU PROF EMILE JEANBRAU;34;MONTPELLIER;AV;34090.0
2250;13;886;FOCH;34;MONTPELLIER;RUE;34000.0
172;745;889;EVECHE DE MAGUELONNE;34;PALAVAS-LES-FLOTS;AV;34250.0
2255;728;887;DE FONTCARRADE;34;MONTPELLIER;RUE;34070.0
3092;82;886;JULES MILHAU;34;MONTPELLIER;ALL;34000.0
4562;151;887;DU PONT TRINQUAT;34;MONTPELLIER;AV;34070.0
590;2;886;BEAU SEJOUR;34;MONTPELLIER;RUE;34000.0
A150;9001;890;LES PTS VOILIERS CARNON;34;MAUGUIO;;34130.0
220;7;887;D ALSACE;34;MONTPELLIER;RUE;34070.0
115;101;894;DU GREEN;34;LA GRANDE MOTTE;ALL;34280.0
3325;20;887;LOUIS BRAILLE;34;MONTPELLIER;RUE;34070.0
255;7;889;DES JOCKEYS;34;PALAVAS-LES-FLOTS;AV;34250.0
136;155;894;DES JONCS;34;LA GRANDE MOTTE;ALL;34280.0
157;58;894;DES NAVIGATEURS;34;LA GRANDE MOTTE;RUE;34280.0
905;1265;887;DE BUGAREL;34;MONTPELLIER;RUE;34070.0
4973;1;887;ROSSINI;34;MONTPELLIER;RUE;34070.0
2155;77;887;DU FAUBOURG FIGUEROLLES;34;MONTPELLIER;RUE;34070.0
2042;45;888;ESCULAPE;34;MONTPELLIER;RUE;34090.0
605;28;890;DES 4 FONDATEURS CARNON;34;MAUGUIO;RUE;34130.0
A265;9018;894;DE LA MER;34;LA GRANDE MOTTE;TSSE;34280.0
4720;1;886;DU PUITS DES ESQUILLES;34;MONTPELLIER;RUE;34000.0
8163;56;886;DE GALATA;34;MONTPELLIER;RUE;34000.0
3295;66;885;DE LODEVE;34;MONTPELLIER;RTE;34080.0
123;218;894;DE L ILIADE;34;LA GRANDE MOTTE;ALL;34280.0
8208;220;886;LE TINTORET;34;MONTPELLIER;RUE;34000.0
420;17;895;DE LA GALINE;34;CASTELNAU LE LEZ;AV;34170.0
4251;101;887;DE LA PENICHE;34;MONTPELLIER;RUE;34070.0
8197;130;885;CLAUDE PERCIER;34;MONTPELLIER;RUE;34080.0
1850;9;886;DURAND;34;MONTPELLIER;RUE;34000.0
730;11;887;DES BLEUETS;34;MONTPELLIER;RUE;34070.0
157;701;894;DES NAVIGATEURS;34;LA GRANDE MOTTE;RUE;34280.0
232;316;890;ETIENNE FREDERIC BOUISSON;34;MAUGUIO;AV;34130.0
106;8;899;ALPHONSE BEAU DE ROCHAS;34;GRABELS;PL;34790.0
4270;1659;888;DU PERE SOULAS;34;MONTPELLIER;AV;34090.0
647;27;890;SAMUEL BASSAGET CARNON;34;MAUGUIO;RUE;34130.0
5225;3;886;SAINTE ANNE;34;MONTPELLIER;RUE;34000.0
1345;365;887;DU 56E REGT D ARTILLERIE;34;MONTPELLIER;RUE;34070.0
458;86;900;D INGRIL;34;FRONTIGNAN;AV;34110.0
A060;9077;901;DU CHATEAU VERT;34;SETE;CITE;34200.0
1000;17;901;JOLIOT CURIE;34;SETE;BD;34200.0
A010;11;902;DE VIC;34;VIC-LA-GARDIOLE;CLOS;34110.0
29;5;903;CROIX DE LA MISSION;34;BOUZIGUES;RUE;34140.0
A021;;901;PORT VAUBAN;34;SETE;RES;34200.0
A036;9001;904;IMM CLAIR SOLEIL;34;BALARUC LES BAINS;;34540.0
201;9420;904;DU PIOCH;34;BALARUC LES BAINS;RUE;34540.0
90;19;901;ARAGO;34;SETE;RUE;34200.0
76;5034;905;SAINT ROCH;34;VENDARGUES;IMP;34740.0
30;4;906;DES ARTS;34;GANGES;RUE;34190.0
115;426;907;DU BOUZANQUET;34;LUNEL;RUE;34400.0
516;94;908;FRANCOISE GIROUD;34;CLERMONT L HERAULT;RUE;34800.0
71;257;909;GRAND RUE;34;SAINT-GELY-DU-FESC;GR;34980.0
760;14;901;GAMBARD;34;SETE;RUE;34200.0
A028;9001;904;LES BAINS;34;BALARUC LES BAINS;RES;34540.0
103;40;904;MAURICE CLAVEL;34;BALARUC LES BAINS;RUE;34540.0
73;21;902;DE LA SOURCE;34;VIC-LA-GARDIOLE;CHEM;34110.0
103;40;904;MAURICE CLAVEL;34;BALARUC LES BAINS;RUE;34540.0
510;96;900;DE MONTPELLIER;34;FRONTIGNAN;RTE;34110.0
A074;;910;LES VILLAGEOISES;34;MEZE;LOT;34140.0
500;5;901;DELILLE;34;SETE;PL;34200.0
A060;9077;901;DU CHATEAU VERT;34;SETE;CITE;34200.0
540;183;907;MARC ANTOINE MENARD;34;LUNEL;RUE;34400.0
39;11;911;DE LA LIBERTE;34;SUSSARGUES;PL;34160.0
A010;406;902;DE VIC;34;VIC-LA-GARDIOLE;CLOS;34110.0
836;12;901;DE LA GOELETTE;34;SETE;ALL;34200.0
1094;125;907;DES CEPES;34;LUNEL;RUE;34400.0
2075;61;901;DE VERDUN;34;SETE;BD;34200.0
318;10;912;JULES MASSENET;34;MARSILLARGUES;RUE;34590.0
1000;15;901;JOLIOT CURIE;34;SETE;BD;34200.0
390;8;910;GAL DE GAULLE;34;MEZE;AV;34140.0
100;3;900;BEAUMELLE;34;FRONTIGNAN;RUE;34110.0
73;21;902;DE LA SOURCE;34;VIC-LA-GARDIOLE;CHEM;34110.0
A008;9045;902;LES CABROLS;34;VIC-LA-GARDIOLE;RES;34110.0
A057;9001;904;LE SAGITTAIRE;34;BALARUC LES BAINS;RES;34540.0
170;7;904;PASTEUR;34;BALARUC LES BAINS;AV;34540.0
81;165;904;DES HESPERIDES;34;BALARUC LES BAINS;AV;34540.0
1870;18;901;ROUGET DE LISLE;34;SETE;RUE;34200.0
850;166;901;GRANDE RUE HAUTE;34;SETE;RUE;34200.0
22;18;913;DE BEZIERS;34;GIGEAN;AV;34770.0
90;24;901;ARAGO;34;SETE;RUE;34200.0
A029;9001;904;LE COLBERT;34;BALARUC LES BAINS;RES;34540.0
144;4;914;FRANCOIS MITTERRAND;34;JACOU;ESP;34830.0
B048;;915;LE LAUZAS;34;MAS-DE-LONDRES;;34380.0
