code_voie;no_voie;code_id_commune;voie;code_departement;commune;type_de_voie;code_postal
84;20;2344;DE LA CARAVELLE;77;TORCY;ALL;77200.0
4750;57;2363;DE LA TOUR D'AUVERGNE;77;LOGNES;RUE;77185.0
149;3;2348;JEAN MONNET;77;BUSSY-SAINT-GEORGES;RUE;77600.0
340;3;2341;DE L EGLISE;77;CLAYE-SOUILLY;RUE;77410.0
60;12;2373;DE PARIS;77;VILLENEUVE SOUS DAMMARTIN;RUE;77230.0
490;4;2356;DU DOCTEUR NAUDIER;77;LAGNY-SUR-MARNE;RUE;77400.0
390;10;2342;DU FAUBOURG ST NICOLAS;77;MEAUX;RUE;77100.0
2950;9;2363;DU HARAS;77;LOGNES;ALL;77185.0
585;1;2374;DES ROSES;77;BROU-SUR-CHANTEREINE;RUE;77177.0
21;14;2369;DES BERGES;77;BAILLY-ROMAINVILLIERS;RUE;77700.0
380;49;2375;DE LAGNY;77;VILLEVAUDE;RUE;77410.0
13;17;2350;D AMSTERDAM;77;MONTEVRAIN;RUE;77144.0
41;1;2376;DES AZALEES;77;FERRIERES-EN-BRIE;RUE;77164.0
205;5;2344;DU GRAND BREUIL;77;TORCY;ALL;77200.0
134;8;2343;CLAUDE MONET;77;SAINT THIBAULT DES VIGNES;PL;77400.0
477;22;2344;DES TERRASSES;77;TORCY;ALL;77200.0
370;4;2368;DES MOUTONS;77;THORIGNY SUR MARNE;CRS;77400.0
4750;70;2363;DE LA TOUR D'AUVERGNE;77;LOGNES;RUE;77185.0
42;37;2364;DU CHENE SAINT FIACRE;77;CHANTELOUP EN BRIE;AV;77600.0
417;8;2350;DE PRAGUE;77;MONTEVRAIN;RUE;77144.0
280;17;2342;CORNILLON;77;MEAUX;RUE;77100.0
320;5;2346;DES CHENES;77;VILLEPARISIS;AV;77270.0
540;146;2377;FRANKLIN ROOSEVELT;77;MITRY MORY;AV;77290.0
77;40;2350;DE LA CHARBONNIERE;77;MONTEVRAIN;RUE;77144.0
467;5;2344;DE LA ROSERAIE;77;TORCY;SQ;77200.0
780;8;2342;DU MARECHAL FOCH;77;MEAUX;AV;77100.0
490;4;2356;DU DOCTEUR NAUDIER;77;LAGNY-SUR-MARNE;RUE;77400.0
45;25;2356;ALBERT CAMUS;77;LAGNY-SUR-MARNE;AV;77400.0
119;9;2357;CLAUDE BERNARD;77;CHAMPS-SUR-MARNE;ALL;77420.0
61;8;2350;DES BOSQUETS;77;MONTEVRAIN;ALL;77144.0
70;7;2378;DU CHATEAU;77;NANTEUIL-LES-MEAUX;RUE;77100.0
1560;22;2356;ROGER;77;LAGNY-SUR-MARNE;RUE;77400.0
60;11;2365;DE L EGLISE;77;MAGNY-LE-HONGRE;RUE;77700.0
675;67;2361;DU MARECHAL LECLERC;77;DAMMARTIN-EN-GOELE;AV;77230.0
294;10;2356;DES CATALPAS;77;LAGNY-SUR-MARNE;ALL;77400.0
520;2;2379;DE LAGNY;77;DAMPMART;RUE;77400.0
180;23;2367;DE LA MARNE;77;VILLENOY;RUE;77124.0
270;51;2348;MARIE CURIE;77;BUSSY-SAINT-GEORGES;AV;77600.0
950;7;2342;PASTEUR;77;MEAUX;RUE;77100.0
940;8;2342;DU PALAIS DE JUSTICE;77;MEAUX;RUE;77100.0
1320;4;2351;DU BUISSON;77;NOISIEL;CRS;77186.0
300;38;2342;DE LA CRECHE;77;MEAUX;RUE;77100.0
2770;4;2345;PARMENTIER;77;CHELLES;RUE;77500.0
120;44;2369;DE MAGNY;77;BAILLY-ROMAINVILLIERS;RUE;77700.0
41;1;2376;DES AZALEES;77;FERRIERES-EN-BRIE;RUE;77164.0
220;2;2368;DE LA GARE;77;THORIGNY SUR MARNE;RUE;77400.0
580;4;2362;DE LA REPUBLIQUE;77;VAIRES SUR MARNE;PL;77360.0
660;23;2342;JEAN ROSE;77;MEAUX;BD;77100.0
88;10;2369;DES GUINANDIERS;77;BAILLY-ROMAINVILLIERS;ESP;77700.0
300;4;2342;DE LA CRECHE;77;MEAUX;RUE;77100.0
975;3;2342;PAUL CLAUDEL;77;MEAUX;RUE;77100.0
340;31;2368;DE MARNE;77;THORIGNY SUR MARNE;QUAI;77400.0
138;1;2348;DES HALLES;77;BUSSY-SAINT-GEORGES;RUE;77600.0
270;41;2348;MARIE CURIE;77;BUSSY-SAINT-GEORGES;AV;77600.0
595;106;2346;DU GENERAL DE GAULLE;77;VILLEPARISIS;AV;77270.0
101;57;2352;DU GENERAL DE GAULLE;77;ANNET-SUR-MARNE;RUE;77410.0
77;38;2350;DE LA CHARBONNIERE;77;MONTEVRAIN;RUE;77144.0
2950;6;2363;DU HARAS;77;LOGNES;ALL;77185.0
4750;57;2363;DE LA TOUR D'AUVERGNE;77;LOGNES;RUE;77185.0
13;40;2354;DE LA BROSSE;77;COLLEGIEN;RUE;77090.0
150;2;2365;BOUCLE DES HESPERIDES;77;MAGNY-LE-HONGRE;RUE;77700.0
60;19;2380;GRANDE RUE;77;NANTOUILLET;GR;77230.0
385;3;2362;DES LILAS;77;VAIRES SUR MARNE;RUE;77360.0
340;40;2345;DE LA BELLE ILE;77;CHELLES;RUE;77500.0
329;7;2344;JULES VALLES;77;TORCY;RUE;77200.0
88;19;2369;DES GUINANDIERS;77;BAILLY-ROMAINVILLIERS;ESP;77700.0
10;42;2381;DES DEUX JUMEAUX;77;CHARMENTRAY;RUE;77410.0
10;12;2348;ANDRE MALRAUX;77;BUSSY-SAINT-GEORGES;AV;77600.0
300;52;2342;DE LA CRECHE;77;MEAUX;RUE;77100.0
124;20;2372;DU CLOS GIRARD;77;CHESSY;RUE;77700.0
441;19;2344;PIROUETTE;77;TORCY;ALL;77200.0
333;2;2358;DU TEMPS QUI PASSE;77;EMERAINVILLE;ALL;77184.0
560;2;2350;DE ZURICH;77;MONTEVRAIN;ALL;77144.0
1225;18;2346;DES PLATANES;77;VILLEPARISIS;RUE;77270.0
79;102;2365;DES LABOURS;77;MAGNY-LE-HONGRE;RUE;77700.0
1995;13;2345;JACQUES CHABAN DELMAS;77;CHELLES;CRS;77500.0
500;23;2344;DU VIVIER;77;TORCY;ALL;77200.0
1395;43;2346;DES TILLEULS;77;VILLEPARISIS;RUE;77270.0
77;34;2350;DE LA CHARBONNIERE;77;MONTEVRAIN;RUE;77144.0
637;3;2341;DU HUIT MAI 1945;77;CLAYE-SOUILLY;RUE;77410.0
480;43;2382;DE MONTCEAUX;77;TRILPORT;RUE;77470.0
2230;13;2345;DE LA LIBERTE;77;CHELLES;RUE;77500.0
476;5;2344;DE LA SOURCE;77;TORCY;PROM;77200.0
280;57;2383;DE LA GARE;77;SAINT-MARD;AV;77230.0
300;1;2346;LES CHATAIGNIERS;77;VILLEPARISIS;CITE;77270.0
1030;41;2342;PINTEVILLE;77;MEAUX;CRS;77100.0
240;39;2342;DU COMMANDANT BERGE;77;MEAUX;RUE;77100.0
595;2;2357;DES SOUCHES VERTES;77;CHAMPS-SUR-MARNE;ALL;77420.0
586;7;2353;DU PRIEURE;77;POMPONNE;ALL;77400.0
68;6;2357;DU BOIS MOUSSU;77;CHAMPS-SUR-MARNE;ALL;77420.0
150;1;2354;DES NOYERS;77;COLLEGIEN;RUE;77090.0
105;29;2348;DU GENERAL DE GAULLE;77;BUSSY-SAINT-GEORGES;AV;77600.0
1120;13;2342;DES REMPARTS;77;MEAUX;RUE;77100.0
353;2;2377;DU CURE MESLIER;77;MITRY MORY;IMP;77290.0
110;9;2368;DE CHAALIS;77;THORIGNY SUR MARNE;RUE;77400.0
510;1;2368;THIERS;77;THORIGNY SUR MARNE;RUE;77400.0
465;9;2384;DU TOUARTE;77;SAINT-SOUPPLETS;RUE;77165.0
380;31;2342;FATOU;77;MEAUX;RUE;77100.0
500;151;2346;EUGENE VARLIN;77;VILLEPARISIS;AV;77270.0
724;2;2342;LOUIS BRAILLE;77;MEAUX;RUE;77100.0
1410;2;2342;DE VERDUN;77;MEAUX;CRS;77100.0
1450;5;2346;AUX VINS;77;VILLEPARISIS;RLE;77270.0
230;1;2346;CAMILLE FLAMMARION;77;VILLEPARISIS;RUE;77270.0
837;8;2356;DE L ILE MAUBERT;77;LAGNY-SUR-MARNE;RUE;77400.0
476;1;2344;DE LA SOURCE;77;TORCY;PROM;77200.0
1164;19;2346;DES PEUPLIERS;77;VILLEPARISIS;RUE;77270.0
700;41;2342;LEON BARBIER;77;MEAUX;RUE;77100.0
484;1;2350;DE STOCKHOLM;77;MONTEVRAIN;RUE;77144.0
127;38;2369;DES MARNONS;77;BAILLY-ROMAINVILLIERS;RUE;77700.0
130;8;2369;DE LA MARSANGE;77;BAILLY-ROMAINVILLIERS;BD;77700.0
88;12;2369;DES GUINANDIERS;77;BAILLY-ROMAINVILLIERS;ESP;77700.0
760;12;2379;DES TARTREUX;77;DAMPMART;CHE;77400.0
21;52;2369;DES BERGES;77;BAILLY-ROMAINVILLIERS;RUE;77700.0
87;22;2365;DE LA HOUE;77;MAGNY-LE-HONGRE;RUE;77700.0
55;10;2385;CHARLES HILDEVERT;77;OISSERY;RUE;77178.0
360;19;2341;EUGENE VARLIN;77;CLAYE-SOUILLY;RUE;77410.0
90;15;2356;DES ANEMONES;77;LAGNY-SUR-MARNE;RUE;77400.0
54;2;2348;CHRISTOPHE;77;BUSSY-SAINT-GEORGES;RUE;77600.0
1118;16;2377;PIERRE COLOMBIER;77;MITRY MORY;RUE;77290.0
260;33;2345;AUGUSTE MEUNIER;77;CHELLES;RUE;77500.0
640;6;2361;DE LA LIBERATION;77;DAMMARTIN-EN-GOELE;RUE;77230.0
520;69;2353;DE PARIS;77;POMPONNE;RUE;77400.0
370;4;2386;DE LA NUIT DU 4 AOUT;77;OTHIS;RUE;77280.0
595;3;2357;DES SOUCHES VERTES;77;CHAMPS-SUR-MARNE;ALL;77420.0
50;4;2348;DES CHALANDS;77;BUSSY-SAINT-GEORGES;RUE;77600.0
660;33;2382;RESIDENCE DE LA MARNE;77;TRILPORT;;77470.0
400;40;2362;LOUIS BECTARD;77;VAIRES SUR MARNE;RUE;77360.0
55;10;2385;CHARLES HILDEVERT;77;OISSERY;RUE;77178.0
300;43;2342;DE LA CRECHE;77;MEAUX;RUE;77100.0
139;1;2349;DE MAGELLAN;77;SERRIS;RUE;77700.0
1873;10;2345;HENRI ROL TANGUY;77;CHELLES;RUE;77500.0
483;52;2350;DE LA SOCIETE DES NATIONS;77;MONTEVRAIN;AV;77144.0
500;11;2366;DE PARIS;77;COUPVRAY;RUE;77700.0
300;4;2342;DE LA CRECHE;77;MEAUX;RUE;77100.0
105;8;2348;DU GENERAL DE GAULLE;77;BUSSY-SAINT-GEORGES;AV;77600.0
870;17;2342;DE NANTEUIL;77;MEAUX;RUE;77100.0
675;69;2361;DU MARECHAL LECLERC;77;DAMMARTIN-EN-GOELE;AV;77230.0
72;6;2357;DES BOULEAUX;77;CHAMPS-SUR-MARNE;SQ;77420.0
137;9;2350;EDITH PIAF;77;MONTEVRAIN;CRS;77144.0
3112;8;2345;RENE SALLE;77;CHELLES;RUE;77500.0
31;5;2357;ARMAND LANOUX;77;CHAMPS-SUR-MARNE;CHE;77420.0
279;5;2345;DES AULNES;77;CHELLES;SQ;77500.0
5;3;2357;DES ACACIAS;77;CHAMPS-SUR-MARNE;PL;77420.0
3082;4;2345;DU RAVAUDEUR;77;CHELLES;RUE;77500.0
592;2;2372;DES VERGERS;77;CHESSY;CHE;77700.0
57;42;2349;DU DANUBE;77;SERRIS;CRS;77700.0
327;77;2350;DE L ORANGERIE;77;MONTEVRAIN;RUE;77144.0
560;2;2361;DES JONCS;77;DAMMARTIN-EN-GOELE;CHE;77230.0
1395;140;2346;DES TILLEULS;77;VILLEPARISIS;RUE;77270.0
138;25;2344;DE L EAU VIVE;77;TORCY;RUE;77200.0
300;7;2346;LES CHATAIGNIERS;77;VILLEPARISIS;CITE;77270.0
240;74;2357;JEAN JAURES;77;CHAMPS-SUR-MARNE;AV;77420.0
1240;34;2341;DE VERDUN;77;CLAYE-SOUILLY;RUE;77410.0
320;81;2353;DU GENERAL LECLERC;77;POMPONNE;RUE;77400.0
247;6;2357;JULES GUESDE;77;CHAMPS-SUR-MARNE;ALL;77420.0
10;5;2372;D ARIANE;77;CHESSY;RUE;77700.0
470;58;2342;DU GENERAL LECLERC;77;MEAUX;RUE;77100.0
108;2;2357;DES CHARMILLES;77;CHAMPS-SUR-MARNE;ALL;77420.0
279;2;2345;DES AULNES;77;CHELLES;SQ;77500.0
417;11;2350;DE PRAGUE;77;MONTEVRAIN;RUE;77144.0
10;2;2349;DES BELLES AULNES;77;SERRIS;ALL;77700.0
1210;61;2342;SAINT FARON;77;MEAUX;RUE;77100.0
37;32;2365;DE LA BOISERIE;77;MAGNY-LE-HONGRE;RUE;77700.0
77;32;2350;DE LA CHARBONNIERE;77;MONTEVRAIN;RUE;77144.0
480;14;2353;DE MARNE;77;POMPONNE;RUE;77400.0
340;50;2374;JEAN JAURES;77;BROU-SUR-CHANTEREINE;AV;77177.0
1850;80;2345;GUSTAVE NAST;77;CHELLES;RUE;77500.0
760;56;2382;DE VERDUN;77;TRILPORT;AV;77470.0
154;46;2350;DES FRENES;77;MONTEVRAIN;AV;77144.0
3510;16;2363;DU MANDINET;77;LOGNES;BD;77185.0
380;12;2361;GANNEVAL;77;DAMMARTIN-EN-GOELE;RUE;77230.0
1320;2;2351;DU BUISSON;77;NOISIEL;CRS;77186.0
105;60;2365;DU MOULIN A VENT;77;MAGNY-LE-HONGRE;RUE;77700.0
88;14;2369;DES GUINANDIERS;77;BAILLY-ROMAINVILLIERS;ESP;77700.0
417;38;2350;DE PRAGUE;77;MONTEVRAIN;RUE;77144.0
105;2;2342;AUGUSTE COMTE;77;MEAUX;SQ;77100.0
45;19;2356;ALBERT CAMUS;77;LAGNY-SUR-MARNE;AV;77400.0
179;30;2348;JACQUES CARTIER;77;BUSSY-SAINT-GEORGES;AV;77600.0
500;31;2344;DU VIVIER;77;TORCY;ALL;77200.0
79;94;2365;DES LABOURS;77;MAGNY-LE-HONGRE;RUE;77700.0
180;70;2387;DE TOURNAN;77;JOSSIGNY;RUE;77600.0
235;2;2372;DE LA FONTAINE ROUGE;77;CHESSY;RUE;77700.0
146;1;2367;DE LA MAILLETTE;77;VILLENOY;RUE;77124.0
335;4;2358;DU TRAITE DE ROME;77;EMERAINVILLE;RUE;77184.0
22;12;2369;DES BERLAUDEURS;77;BAILLY-ROMAINVILLIERS;RUE;77700.0
640;26;2342;JEAN BUREAU;77;MEAUX;PL;77100.0
903;9;2388;DE LA RESIDENCE DU CAVOY;77;COURTRY;ALL;77181.0
400;94;2347;DU VIVIER;77;LONGPERRIER;RUE;77230.0
360;2;2341;EUGENE VARLIN;77;CLAYE-SOUILLY;RUE;77410.0
1070;46;2377;PAUL VAILLANT COUTURIER;77;MITRY MORY;RUE;77290.0
44;5;2365;DES CAMPANULES;77;MAGNY-LE-HONGRE;RUE;77700.0
272;1;2389;DU RELAIS;77;CROISSY-BEAUBOURG;RPT;77183.0
1535;55;2345;FRANCOIS MITTERRAND;77;CHELLES;AV;77500.0
1670;39;2363;AUBER;77;LOGNES;RUE;77185.0
180;24;2390;DE LA LIBERATION;77;TRILBARDOU;RUE;77450.0
120;5;2391;DE LA FONTAINE;77;GOUVERNES;RUE;77400.0
494;4;2350;DE VARSOVIE;77;MONTEVRAIN;ALL;77144.0
13;25;2350;D AMSTERDAM;77;MONTEVRAIN;RUE;77144.0
63;11;2348;DE LA CROIX SAINT GEORGES;77;BUSSY-SAINT-GEORGES;ROC;77600.0
1670;29;2356;SAINT SAUVEUR;77;LAGNY-SUR-MARNE;RUE;77400.0
2859;1;2345;DES PEPINIERES;77;CHELLES;PL;77500.0
1540;18;2345;FRANCOIS TRINQUAND;77;CHELLES;AV;77500.0
3240;2;2345;SAINT HUBERT;77;CHELLES;RUE;77500.0
890;16;2342;NOEFORT;77;MEAUX;RUE;77100.0
4130;5;2363;DES PETITES ECURIES;77;LOGNES;CRS;77185.0
44;54;2348;ANTOINE GIROUST;77;BUSSY-SAINT-GEORGES;BD;77600.0
2060;2;2345;JEANNE D ARC;77;CHELLES;RUE;77500.0
567;4;2346;FRANCOIS MAURIAC;77;VILLEPARISIS;PL;77270.0
100;13;2379;DE BOURDIN;77;DAMPMART;RUE;77400.0
61;4;2392;DE DAMPLEGER;77;POINCY;RUE;77470.0
60;4;2392;DE DAMPLEGER;77;POINCY;CHE;77470.0
13;6;2342;ALBERT CAMUS;77;MEAUX;RUE;77100.0
154;56;2350;DES FRENES;77;MONTEVRAIN;AV;77144.0
321;5;2357;DE MALNOUE;77;CHAMPS-SUR-MARNE;RUE;77420.0
700;19;2361;DE MEAUX;77;DAMMARTIN-EN-GOELE;RUE;77230.0
144;2;2364;DE LA GARE;77;CHANTELOUP EN BRIE;RUE;77600.0
1670;38;2356;SAINT SAUVEUR;77;LAGNY-SUR-MARNE;RUE;77400.0
2770;37;2363;GABRIEL;77;LOGNES;RUE;77185.0
724;32;2342;LOUIS BRAILLE;77;MEAUX;RUE;77100.0
100;43;2371;JEAN JAURES;77;CREGY-LES-MEAUX;RUE;77124.0
120;10;2374;DE CHANTEREINE;77;BROU-SUR-CHANTEREINE;RUE;77177.0
140;12;2370;DE CLAYE;77;LE PIN;RUE;77181.0
260;40;2342;DES CORDELIERS;77;MEAUX;RUE;77100.0
260;21;2342;DES CORDELIERS;77;MEAUX;RUE;77100.0
300;2;2368;DE LA MADELEINE;77;THORIGNY SUR MARNE;RUE;77400.0
45;23;2356;ALBERT CAMUS;77;LAGNY-SUR-MARNE;AV;77400.0
724;32;2342;LOUIS BRAILLE;77;MEAUX;RUE;77100.0
320;81;2353;DU GENERAL LECLERC;77;POMPONNE;RUE;77400.0
1270;32;2356;D ORGEMONT;77;LAGNY-SUR-MARNE;RUE;77400.0
1620;27;2345;GAMBETTA;77;CHELLES;RUE;77500.0
401;42;2348;THIBAUD DE CHAMPAGNE;77;BUSSY-SAINT-GEORGES;BD;77600.0
1535;20;2345;FRANCOIS MITTERRAND;77;CHELLES;AV;77500.0
105;76;2389;DE L ETANG;77;CROISSY-BEAUBOURG;AV;77183.0
143;42;2369;DES MURONS;77;BAILLY-ROMAINVILLIERS;RUE;77700.0
1620;49;2345;GAMBETTA;77;CHELLES;RUE;77500.0
100;12;2393;DE LA CROIX;77;CARNETIN;RUE;77400.0
154;50;2350;DES FRENES;77;MONTEVRAIN;AV;77144.0
290;1;2362;HENRI BARBUSSE;77;VAIRES SUR MARNE;AV;77360.0
4533;35;2363;DU SEGRAIS;77;LOGNES;BD;77185.0
363;1;2342;DIDIER DAURAT;77;MEAUX;RUE;77100.0
169;12;2372;DES ECOLES;77;CHESSY;PAS;77700.0
270;65;2348;MARIE CURIE;77;BUSSY-SAINT-GEORGES;AV;77600.0
13;6;2342;ALBERT CAMUS;77;MEAUX;RUE;77100.0
40;9;2371;HENRI BARBUSSE;77;CREGY-LES-MEAUX;RUE;77124.0
270;31;2348;MARIE CURIE;77;BUSSY-SAINT-GEORGES;AV;77600.0
3600;10;2360;ROLAND GARROS;77;SAINT-PATHUS;RUE;77178.0
1120;56;2356;MAL DE LATTRE DE TASSIGNY;77;LAGNY-SUR-MARNE;AV;77400.0
690;7;2342;LAFAYETTE;77;MEAUX;PL;77100.0
204;25;2344;DES GRADINS;77;TORCY;ALL;77200.0
60;63;2394;CHARLES PEGUY;77;CHAUCONIN-NEUFMONTIERS;RUE;77124.0
79;3;2348;CLAUDE NICOLAS LEDOUX;77;BUSSY-SAINT-GEORGES;RUE;77600.0
644;72;2342;JEAN HENRI DUNANT;77;MEAUX;AV;77100.0
179;5;2382;DU CLOS FLEURI;77;TRILPORT;RUE;77470.0
206;6;2348;AUX LOUPS;77;BUSSY-SAINT-GEORGES;RLE;77600.0
140;24;2368;DE CLAYE;77;THORIGNY SUR MARNE;RUE;77400.0
700;3;2343;DE TORCY;77;SAINT THIBAULT DES VIGNES;RUE;77400.0
815;11;2342;DE LA MARNE;77;MEAUX;AV;77100.0
462;7;2344;DE VALMY;77;TORCY;RUE;77200.0
250;19;2349;DES SCANDINAVES;77;SERRIS;RUE;77700.0
1835;9;2356;DES TOURNELLES;77;LAGNY-SUR-MARNE;ALL;77400.0
329;7;2344;JULES VALLES;77;TORCY;RUE;77200.0
84;3;2344;DE LA CARAVELLE;77;TORCY;ALL;77200.0
546;4;2346;DE LA FORET;77;VILLEPARISIS;AV;77270.0
464;7;2342;GASTON MONNERVILLE;77;MEAUX;RUE;77100.0
70;7;2378;DU CHATEAU;77;NANTEUIL-LES-MEAUX;RUE;77100.0
205;9;2395;DE LA MADELEINE;77;GUERMANTES;RUE;77600.0
520;8;2361;DE L HOTEL DIEU;77;DAMMARTIN-EN-GOELE;RUE;77230.0
260;10;2367;THIERS;77;VILLENOY;RUE;77124.0
60;12;2373;DE PARIS;77;VILLENEUVE SOUS DAMMARTIN;RUE;77230.0
62;25;2350;DE BRUXELLES;77;MONTEVRAIN;RUE;77144.0
300;3;2342;DE LA CRECHE;77;MEAUX;RUE;77100.0
1280;35;2342;DU TAN;77;MEAUX;RUE;77100.0
1007;5;2346;DES NOISETIERS;77;VILLEPARISIS;ALL;77270.0
2830;7;2345;DES PAVILLONS;77;CHELLES;ALL;77500.0
637;3;2341;DU HUIT MAI 1945;77;CLAYE-SOUILLY;RUE;77410.0
100;3;2396;D ORTHEUIL;77;CHAMBRY;RUE;77910.0
675;8;2361;DU MARECHAL LECLERC;77;DAMMARTIN-EN-GOELE;AV;77230.0
1650;12;2356;SAINT PAUL;77;LAGNY-SUR-MARNE;RUE;77400.0
160;12;2350;DE L EGLISE;77;MONTEVRAIN;RUE;77144.0
123;3;2344;COURBE;77;TORCY;ALL;77200.0
199;139;2364;DU PRE MALLARD;77;CHANTELOUP EN BRIE;ALL;77600.0
13;23;2350;D AMSTERDAM;77;MONTEVRAIN;RUE;77144.0
154;40;2350;DES FRENES;77;MONTEVRAIN;AV;77144.0
201;16;2344;DE GIRVAN;77;TORCY;RUE;77200.0
2140;25;2363;GDE ALL DES CHARMILLES;77;LOGNES;ALL;77185.0
26;5;2357;DES AUBEPINES;77;CHAMPS-SUR-MARNE;PL;77420.0
420;18;2357;DE PARIS;77;CHAMPS-SUR-MARNE;RUE;77420.0
107;15;2397;HAM DE LA DIMERESSE;77;MESSY;RUE;77410.0
1320;21;2351;DU BUISSON;77;NOISIEL;CRS;77186.0
3370;7;2363;LE VAU;77;LOGNES;ALL;77185.0
465;7;2368;RAYMOND POINCARE;77;THORIGNY SUR MARNE;RUE;77400.0
40;42;2341;ARISTIDE BRIAND;77;CLAYE-SOUILLY;AV;77410.0
850;129;2377;DES MARTYRS DE CHATEAUBRIA;77;MITRY MORY;AV;77290.0
320;12;2341;DU DOCTEUR SCHWEITZER;77;CLAYE-SOUILLY;RUE;77410.0
360;19;2341;EUGENE VARLIN;77;CLAYE-SOUILLY;RUE;77410.0
88;12;2388;DES BONNES VIGNES;77;COURTRY;RUE;77181.0
280;75;2343;DU GENERAL LECLERC;77;SAINT THIBAULT DES VIGNES;AV;77400.0
546;2;2346;DE LA FORET;77;VILLEPARISIS;AV;77270.0
740;57;2377;LAMARTINE;77;MITRY MORY;AV;77290.0
13;25;2350;D AMSTERDAM;77;MONTEVRAIN;RUE;77144.0
61;5;2350;DES BOSQUETS;77;MONTEVRAIN;ALL;77144.0
203;10;2357;GEORGE SAND;77;CHAMPS-SUR-MARNE;ALL;77420.0
1385;1;2356;DE LA PEPINIERE;77;LAGNY-SUR-MARNE;ALL;77400.0
5560;6;2351;DES PERDREAUX;77;NOISIEL;SQ;77186.0
460;21;2388;DU GENERAL DE GAULLE;77;COURTRY;RUE;77181.0
30;11;2367;BENJAMIN DELESSERT;77;VILLENOY;RUE;77124.0
223;2;2376;DES HORTENSIAS;77;FERRIERES-EN-BRIE;RUE;77164.0
2410;108;2345;DU MARECHAL FOCH;77;CHELLES;AV;77500.0
56;4;2348;CESAR;77;BUSSY-SAINT-GEORGES;RUE;77600.0
200;26;2372;DES FERMES;77;CHESSY;RUE;77700.0
3270;1;2360;DU POIRIER FOURCHU;77;SAINT-PATHUS;RUE;77178.0
100;18;2398;GRANDE RUE;77;THIEUX;GR;77230.0
440;20;2343;DE LAGNY;77;SAINT THIBAULT DES VIGNES;RUE;77400.0
340;1;2352;DE RIGAUDIN;77;ANNET-SUR-MARNE;RUE;77410.0
13;23;2350;D AMSTERDAM;77;MONTEVRAIN;RUE;77144.0
385;8;2344;D ORGEMONT;77;TORCY;ALL;77200.0
1873;8;2345;HENRI ROL TANGUY;77;CHELLES;RUE;77500.0
640;7;2361;DE LA LIBERATION;77;DAMMARTIN-EN-GOELE;RUE;77230.0
420;66;2357;DE PARIS;77;CHAMPS-SUR-MARNE;RUE;77420.0
1007;4;2345;DU COTEAU;77;CHELLES;PL;77500.0
106;6;2342;ATLAS;77;MEAUX;ALL;77100.0
595;3;2357;DES SOUCHES VERTES;77;CHAMPS-SUR-MARNE;ALL;77420.0
220;81;2399;DE MEAUX;77;ISLES-LES-VILLENOY;RUE;77450.0
395;1;2357;DE NESLES;77;CHAMPS-SUR-MARNE;BD;77420.0
360;22;2377;DANIELLE CASANOVA;77;MITRY MORY;RUE;77290.0
2410;19;2345;DU MARECHAL FOCH;77;CHELLES;AV;77500.0
44;38;2348;ANTOINE GIROUST;77;BUSSY-SAINT-GEORGES;BD;77600.0
10;6;2372;D ARIANE;77;CHESSY;RUE;77700.0
74;9;2344;DES BONDROLLES;77;TORCY;IMP;77200.0
57;42;2349;DU DANUBE;77;SERRIS;CRS;77700.0
57;42;2349;DU DANUBE;77;SERRIS;CRS;77700.0
130;12;2346;BALZAC;77;VILLEPARISIS;AV;77270.0
77;198;2350;DE LA CHARBONNIERE;77;MONTEVRAIN;RUE;77144.0
250;21;2367;SADI CARNOT;77;VILLENOY;RUE;77124.0
250;9;2367;SADI CARNOT;77;VILLENOY;RUE;77124.0
280;3;2370;DE LAGNY;77;LE PIN;RUE;77181.0
3090;39;2345;RAYMOND COUNIL;77;CHELLES;RUE;77500.0
421;2;2345;DU BOIS MADAME;77;CHELLES;PL;77500.0
1110;30;2342;RAOULT;77;MEAUX;CRS;77100.0
657;7;2342;JEAN MERMOZ;77;MEAUX;RUE;77100.0
1610;28;2356;SAINT DENIS;77;LAGNY-SUR-MARNE;RUE;77400.0
1129;3;2342;RENE LAENNEC;77;MEAUX;RUE;77100.0
464;7;2342;GASTON MONNERVILLE;77;MEAUX;RUE;77100.0
1850;11;2345;GUSTAVE NAST;77;CHELLES;RUE;77500.0
400;34;2361;DU GENERAL DE GAULLE;77;DAMMARTIN-EN-GOELE;RUE;77230.0
1270;23;2356;D ORGEMONT;77;LAGNY-SUR-MARNE;RUE;77400.0
343;1;2344;LAMARTINE;77;TORCY;ALL;77200.0
333;2;2358;DU TEMPS QUI PASSE;77;EMERAINVILLE;ALL;77184.0
393;15;2344;DES PATIS;77;TORCY;RUE;77200.0
1130;23;2342;DE LA REPUBLIQUE;77;MEAUX;AV;77100.0
199;23;2364;DU PRE MALLARD;77;CHANTELOUP EN BRIE;ALL;77600.0
1370;27;2377;DE VERDUN;77;MITRY MORY;AV;77290.0
1380;43;2345;DE L ETOILE D OR;77;CHELLES;AV;77500.0
618;4;2341;LES HAUTS DE CLAYE;77;CLAYE-SOUILLY;ALL;77410.0
300;53;2342;DE LA CRECHE;77;MEAUX;RUE;77100.0
650;43;2342;JEAN JAURES;77;MEAUX;RUE;77100.0
57;45;2349;DU DANUBE;77;SERRIS;CRS;77700.0
700;25;2361;DE MEAUX;77;DAMMARTIN-EN-GOELE;RUE;77230.0
62;11;2350;DE BRUXELLES;77;MONTEVRAIN;RUE;77144.0
