no_disposition;date_mutation;valeur_fonciere
1;2020-06-04;72800
1;2020-06-26;120001
1;2020-01-03;190000
1;2020-01-03;37000
1;2020-01-14;171000
1;2020-01-20;67500
1;2020-01-31;323000
1;2020-01-23;119065
1;2020-01-23;83700
1;2020-01-22;127000
1;2020-01-30;71500
1;2020-02-11;52000
1;2020-03-04;64000
1;2020-03-23;58000
1;2020-04-29;81500
1;2020-04-28;232500
1;2020-05-15;180000
1;2020-04-30;78000
1;2020-05-12;83000
1;2020-04-30;152500
1;2020-05-15;73000
1;2020-06-03;100000
1;2020-06-16;212000
1;2020-06-18;97000
1;2020-06-19;121825
1;2020-06-29;155000
1;2020-06-26;30000
1;2020-06-19;73000
1;2020-01-10;74990
1;2020-02-03;8000
1;2020-02-12;27000
1;2020-02-28;28000
1;2020-05-14;49000
1;2020-01-11;10000
1;2020-01-20;84000
1;2020-03-13;45000
1;2020-05-25;45529
1;2020-05-29;32000
1;2020-06-15;85000
1;2020-01-27;204832
1;2020-01-03;28500
1;2020-01-23;77000
1;2020-01-31;62200
1;2020-01-22;73500
1;2020-02-10;180000
1;2020-02-07;87000
1;2020-02-13;80000
1;2020-02-06;124700
1;2020-02-21;74990
1;2020-01-30;271200
1;2020-02-12;196800
1;2020-02-25;123440
1;2020-02-21;93000
1;2020-02-28;71500
1;2020-03-02;85000
1;2020-03-02;116000
1;2020-03-10;66000
1;2020-04-28;71000
1;2020-05-13;40000
1;2020-01-09;51500
1;2020-01-10;307155
1;2020-01-30;38000
1;2020-01-27;68720
1;2020-01-30;79999
1;2020-02-10;192500
1;2020-02-18;175500
1;2020-03-18;73100
1;2020-03-03;34900
1;2020-03-12;140000
1;2020-04-09;43500
1;2020-04-17;52000
1;2020-04-22;185000
1;2020-04-29;213000
1;2020-05-20;53200
1;2020-03-16;66000
1;2020-05-18;80000
1;2020-06-25;50000
1;2020-01-30;51000
1;2020-01-23;75000
1;2020-02-07;86000
1;2020-02-11;53000
1;2020-02-27;58000
1;2020-02-28;50000
1;2020-03-09;65000
1;2020-03-10;70000
1;2020-03-10;40000
1;2020-03-12;40000
1;2020-03-12;39500
1;2020-02-26;52300
1;2020-03-31;20000
1;2020-03-31;126000
1;2020-01-10;185550
1;2020-01-02;234000
1;2020-01-07;80300
1;2020-01-03;158800
1;2020-01-17;263906
1;2020-01-15;81200
1;2020-01-16;139800
1;2020-01-10;63500
1;2020-01-17;143500
1;2020-01-29;172000
1;2020-01-11;69000
1;2020-01-23;189850
1;2020-01-10;141900
1;2020-01-30;60300
1;2020-02-07;240000
1;2020-01-14;83000
1;2020-01-27;174800
1;2020-01-25;206000
1;2020-02-03;106500
1;2020-01-28;85000
1;2020-02-14;129200
1;2020-02-17;62500
1;2020-02-04;125200
1;2020-02-04;35000
1;2020-02-12;158000
1;2020-02-10;156400
1;2020-02-18;49000
1;2020-02-28;85900
1;2020-02-19;123700
1;2020-03-05;148000
1;2020-03-03;163000
1;2020-03-13;285000
1;2020-03-11;87500
1;2020-03-12;81000
1;2020-03-09;77000
1;2020-03-13;146000
1;2020-02-27;89000
1;2020-03-30;125000
1;2020-04-23;178900
1;2020-04-17;120000
1;2020-04-24;176000
1;2020-04-30;123600
1;2020-05-05;218000
1;2020-04-21;56000
1;2020-04-21;126000
1;2020-04-14;107000
1;2020-05-13;144600
1;2020-04-30;104240
1;2020-04-30;132000
1;2020-05-07;77600
1;2020-05-15;50000
1;2020-04-28;92500
1;2020-05-29;112605
1;2020-05-27;48000
1;2020-05-12;162500
1;2020-06-04;98500
1;2020-05-28;70000
1;2020-05-14;54000
1;2020-06-03;106096
1;2020-05-26;120230
1;2020-06-04;197750
1;2020-05-19;135000
1;2020-06-03;123000
1;2020-06-10;58850
1;2020-05-25;101000
1;2020-05-29;105000
1;2020-05-27;100500
1;2020-06-19;102600
1;2020-05-26;60000
1;2020-05-25;74000
1;2020-05-26;180000
1;2020-05-28;73000
1;2020-06-04;114600
1;2020-06-05;53000
1;2020-06-26;139600
1;2020-06-25;120000
1;2020-01-15;135800
1;2020-01-11;180800
1;2020-01-27;136000
1;2020-01-16;107000
1;2020-01-30;137000
1;2020-01-30;121800
1;2020-01-20;278000
1;2020-01-23;126000
1;2020-02-13;171000
1;2020-02-14;160000
1;2020-02-28;235700
1;2020-02-10;89000
1;2020-02-25;130000
1;2020-02-19;170000
1;2020-03-17;68820
1;2020-04-06;41500
1;2020-04-10;227000
1;2020-04-22;78000
1;2020-04-29;270000
1;2020-05-11;150800
1;2020-04-15;128000
1;2020-05-15;225000
1;2020-05-07;65700
1;2020-05-19;139000
1;2020-05-18;201200
1;2020-05-20;28000
1;2020-05-20;163500
1;2020-06-08;117800
1;2020-06-18;105000
1;2020-06-19;182630
1;2020-06-04;193000
1;2020-06-04;173750
1;2020-06-11;132850
1;2020-02-04;185000
1;2020-05-13;154000
1;2020-04-24;108200
1;2020-04-27;38000
1;2020-06-19;52500
1;2020-06-29;25000
1;2020-01-15;45610
1;2020-01-17;69740
1;2020-01-13;58550
1;2020-01-28;48430
1;2020-01-23;120000
1;2020-01-24;137000
1;2020-01-31;96050
1;2020-01-10;260850
1;2020-01-07;102000
1;2020-01-07;92600
1;2020-01-15;58000
1;2020-01-28;44000
1;2020-01-30;121400
1;2020-01-30;120500
1;2020-01-27;103000
1;2020-01-28;132000
1;2020-01-29;159000
1;2020-02-07;234300
1;2020-01-17;176600
1;2020-02-03;138000
1;2020-01-24;164000
1;2020-01-31;71000
1;2020-01-30;165000
1;2020-01-30;73000
1;2020-01-28;45000
1;2020-02-07;148900
1;2020-02-11;230000
1;2020-02-06;72000
1;2020-02-20;215000
1;2020-02-20;91000
1;2020-02-04;74000
1;2020-02-05;344500
1;2020-02-11;132000
1;2020-02-03;160050
1;2020-01-27;137000
1;2020-02-18;74900
1;2020-02-13;67000
1;2020-02-21;247200
1;2020-01-28;77500
1;2020-02-18;56230
1;2020-01-31;37500
1;2020-02-19;259000
1;2020-02-20;226290
1;2020-02-25;141800
1;2020-02-11;107000
1;2020-02-21;64700
1;2020-02-20;140000
1;2020-02-07;102000
1;2020-02-14;52960
1;2020-02-12;188000
1;2020-02-26;180000
1;2020-02-20;82100
1;2020-02-07;119035
1;2020-02-10;116000
1;2020-02-18;39500
1;2020-02-19;68000
1;2020-02-24;71500
1;2020-02-19;116800
1;2020-02-24;117500
1;2020-02-25;50000
1;2020-02-26;255000
1;2020-02-25;45800
1;2020-02-25;86200
1;2020-03-05;56000
1;2020-02-10;35000
1;2020-02-27;35000
1;2020-02-13;78000
1;2020-03-03;22000
1;2020-02-17;129000
1;2020-02-26;83500
1;2020-02-14;45000
1;2020-01-14;103708.4
1;2020-02-20;169000
1;2020-02-11;86500
1;2020-02-18;37800
1;2020-02-13;198000
1;2020-03-06;133000
1;2020-03-06;359000
1;2020-03-13;123600
1;2020-03-10;97000
1;2020-04-06;125000
1;2020-04-16;101500
1;2020-04-16;93500
1;2020-04-21;140000
1;2020-04-03;105000
1;2020-04-15;147400
1;2020-04-15;95000
1;2020-04-30;122430
1;2020-04-29;64000
1;2020-04-20;93000
1;2020-04-28;120555
1;2020-04-29;113810
1;2020-05-07;132880
1;2020-05-05;59000
1;2020-04-30;127470
1;2020-05-07;205050
1;2020-05-13;107000
1;2020-04-28;49500
1;2020-05-14;23000
1;2020-05-18;130200
1;2020-05-05;75000
1;2020-05-20;131000
1;2020-05-07;119000
1;2020-05-23;132500
1;2020-05-18;280000
1;2020-05-13;58500
1;2020-04-29;85000
1;2020-05-19;131750
1;2020-05-11;142200
1;2020-05-26;75000
1;2020-05-25;119000
1;2020-05-15;213500
1;2020-05-20;95500
1;2020-05-12;47300
1;2020-05-14;113070
1;2020-05-26;71000
1;2020-05-18;195500
1;2020-05-26;146750
1;2020-05-15;222695
1;2020-05-29;128000
1;2020-05-19;65000
1;2020-05-28;134750
1;2020-04-22;30000
1;2020-06-02;98000
1;2020-05-11;56500
1;2020-05-22;121800
1;2020-05-11;130000
1;2020-05-28;90000
1;2020-05-28;132100
1;2020-06-05;76000
1;2020-05-28;110000
1;2020-05-14;191910.98
1;2020-05-27;250300
1;2020-06-03;67000
1;2020-05-29;80900
1;2020-05-26;170800
1;2020-06-02;181000
1;2020-06-09;119670
1;2020-05-26;221000
1;2020-06-08;85000
1;2020-06-10;251000
1;2020-05-20;193615.2
1;2020-06-10;102900
1;2020-05-18;91000
1;2020-05-26;152000
1;2020-06-11;177000
1;2020-06-03;92230
1;2020-06-02;75800
1;2020-05-19;165000
1;2020-06-08;161800
1;2020-06-02;156000
1;2020-06-12;117200
1;2020-06-11;41500
1;2020-06-05;154650
1;2020-06-04;87000
1;2020-06-11;53900
1;2020-05-29;126940
1;2020-06-04;85000
1;2020-06-18;187900
1;2020-05-25;174800
1;2020-05-25;44900
1;2020-05-29;59000
1;2020-05-29;49000
1;2020-06-23;70000
1;2020-05-04;76550
1;2020-05-22;118000
1;2020-05-30;215000
1;2020-06-02;156000
1;2020-06-10;170000
1;2020-06-09;135000
1;2020-06-12;49000
1;2020-06-03;96000
1;2020-06-05;62000
1;2020-06-22;83000
1;2020-06-25;40000
1;2020-06-22;166000
1;2020-06-22;118700
1;2020-06-09;209000
1;2020-06-24;35000
1;2020-06-24;61000
1;2020-06-19;109000
1;2020-06-11;55000
1;2020-06-30;123000
1;2020-06-25;218000
1;2020-06-17;155000
1;2020-06-09;135000
1;2020-06-24;188430
1;2020-06-24;108000
1;2020-06-29;198000
1;2020-06-25;236000
1;2020-06-24;195970
1;2020-06-15;114000
1;2020-06-16;243000
1;2020-06-16;87725
1;2020-06-22;72000
1;2020-06-18;30000
1;2020-06-22;47000
1;2020-06-26;123810
1;2020-06-24;85000
1;2020-06-22;80000
1;2020-06-22;112000
1;2020-06-30;110000
1;2020-06-30;271850
1;2020-06-23;70000
1;2020-06-27;12500
1;2020-06-29;113180
1;2020-06-26;90000
1;2020-06-30;62000
1;2020-06-30;189000
1;2020-06-30;186000
1;2020-06-26;75000
1;2020-06-25;254650
1;2020-01-07;59000
1;2020-01-16;55000
1;2020-01-17;1000000
1;2020-02-01;33010
1;2020-02-01;50000
1;2020-02-04;23000
1;2020-02-03;54500
1;2020-02-05;31500
1;2020-02-25;53000
1;2020-02-18;108000
1;2020-02-19;190000
1;2020-02-20;49500
1;2020-02-15;200000
1;2020-02-26;128250
1;2020-03-07;166900
1;2020-03-13;89770
1;2020-03-14;33000
1;2020-04-01;91000
1;2020-03-27;96500
1;2020-03-25;123500
1;2020-04-15;56000
1;2020-04-24;92500
1;2020-04-24;100000
1;2020-04-18;40000
1;2020-04-30;39000
1;2020-05-07;86000
1;2020-04-29;78000
1;2020-04-30;163000
1;2020-05-23;107000
1;2020-05-15;28990
1;2020-05-06;82000
1;2020-06-09;309000
1;2020-06-10;157500
1;2020-05-29;146950
1;2020-06-06;62000
1;2020-05-12;100000
1;2020-06-05;126500
1;2020-05-26;65000
1;2020-05-29;80000
1;2020-06-11;120000
1;2020-06-09;144000
1;2020-06-09;142000
1;2020-05-28;45500
1;2020-05-29;137000
1;2020-06-06;127500
1;2020-06-05;179000
1;2020-06-17;176191
1;2020-06-12;90000
1;2020-06-10;90000
1;2020-06-11;84000
1;2020-06-19;99900
1;2020-06-27;60000
1;2020-06-30;143500
1;2020-06-27;48000
1;2020-03-06;125000
1;2020-03-31;220000
1;2020-05-26;43000
1;2020-05-20;69000
1;2020-05-13;95000
1;2020-05-06;118500
1;2020-02-15;55000
1;2020-01-03;268800
1;2020-01-10;38000
1;2020-01-13;87000
1;2020-01-14;138000
1;2020-01-07;111800
1;2020-01-07;84500
1;2020-01-10;139750
1;2020-01-15;127200
1;2020-01-09;175400
1;2020-01-16;91000
1;2020-01-31;73000
1;2020-01-21;120000
1;2020-01-22;137000
1;2020-01-24;150000
1;2020-01-27;112000
1;2020-01-16;49500
1;2020-01-18;227000
1;2020-01-28;147500
1;2020-01-18;332000
1;2020-01-30;115500
1;2020-01-30;143000
1;2020-02-13;103700
1;2020-01-31;139000
1;2020-02-18;91000
1;2020-02-21;100500
1;2020-02-12;241000
1;2020-02-15;96270
1;2020-02-12;171500
1;2020-02-08;136000
1;2020-02-15;139000
1;2020-03-03;155359
1;2020-02-29;57500
1;2020-02-20;187000
1;2020-02-29;71000
1;2020-02-28;231500
1;2020-02-14;235000
1;2020-03-07;88000
1;2020-02-28;73000
1;2020-03-12;180000
1;2020-03-10;109000
1;2020-03-13;120000
1;2020-03-06;204750
1;2020-03-11;225000
1;2020-02-29;93000
1;2020-03-17;102000
1;2020-03-13;258000
1;2020-03-23;51300
1;2020-03-13;123500
1;2020-03-18;112000
1;2020-03-20;208700
1;2020-03-20;119970
1;2020-03-27;108000
1;2020-03-13;97000
1;2020-03-20;117600
1;2020-03-14;97000
1;2020-03-21;74000
1;2020-04-14;107300
1;2020-04-20;135000
1;2020-04-10;91980
1;2020-04-16;69000
1;2020-04-30;48000
1;2020-04-17;99000
1;2020-04-30;114400
1;2020-04-30;92800
1;2020-05-12;238000
1;2020-05-11;97500
1;2020-05-05;191150
1;2020-05-12;138500
1;2020-05-06;325000
1;2020-05-16;203160
1;2020-05-12;73900
1;2020-05-12;101000
1;2020-05-23;43500
1;2020-05-07;137500
1;2020-05-13;125000
1;2020-05-26;123000
1;2020-05-19;53000
1;2020-05-16;76725
1;2020-05-22;78000
1;2020-05-04;22500
1;2020-05-18;119500
1;2020-05-16;113500
1;2020-05-15;81600
1;2020-05-20;143000
1;2020-05-22;251000
1;2020-05-25;64500
1;2020-05-23;107000
1;2020-05-07;125000
1;2020-05-25;225021
1;2020-05-26;152000
1;2020-05-29;186800
1;2020-05-22;168000
1;2020-05-28;126000
1;2020-05-27;122400
1;2020-06-02;137950
1;2020-05-28;84000
1;2020-05-29;49000
1;2020-05-30;70000
1;2020-05-27;77000
1;2020-05-27;106000
1;2020-05-22;39000
1;2020-05-20;113000
1;2020-05-30;58000
1;2020-05-20;175000
1;2020-05-28;98000
1;2020-06-03;129000
1;2020-06-03;46500
1;2020-05-29;79062
1;2020-06-03;74000
1;2020-06-06;169000
1;2020-06-06;60000
1;2020-06-06;59500
1;2020-06-13;100000
1;2020-06-17;63000
2;2020-06-20;
1;2020-06-05;217000
1;2020-06-03;103830
1;2020-06-13;94600
1;2020-06-11;77000
1;2020-06-09;46100
1;2020-06-12;64000
1;2020-06-18;123000
1;2020-06-19;35000
1;2020-06-12;209700
1;2020-06-08;77600
1;2020-06-27;79000
1;2020-06-18;55000
1;2020-06-13;176500
1;2020-06-16;185000
1;2020-06-13;105000
1;2020-06-25;34000
1;2020-05-20;59000
1;2020-06-20;74000
1;2020-06-23;89700
1;2020-06-24;31100
1;2020-06-13;135000
1;2020-06-18;90000
1;2020-06-30;90700
1;2020-06-18;61500
1;2020-06-13;75500
1;2020-06-25;159500
1;2020-06-18;100000
1;2020-06-26;106000
1;2020-02-06;147500
1;2020-02-28;37000
1;2020-05-27;57000
1;2020-05-29;90000
1;2020-05-29;30500
1;2020-05-19;170000
1;2020-06-15;34000
1;2020-06-23;6000
1;2020-06-30;82500
1;2020-01-07;51500
1;2020-01-13;151365
1;2020-01-29;72800
1;2020-01-29;55100
1;2020-01-31;87000
1;2020-01-29;48000
1;2020-02-10;37400
1;2020-02-07;69500
1;2020-02-20;44500
1;2020-02-14;113000
1;2020-02-07;177000
1;2020-02-21;205000
1;2020-03-12;64000
1;2020-03-11;134500
1;2020-03-03;81000
1;2020-03-18;115000
1;2020-03-14;76000
1;2020-03-27;76900
1;2020-04-17;163500
1;2020-05-18;70000
1;2020-05-19;127700
1;2020-05-15;74300
1;2020-05-14;65000
1;2020-05-07;55000
1;2020-05-12;74000
1;2020-05-27;121500
1;2020-05-27;165000
1;2020-05-26;150000
1;2020-05-22;147000
1;2020-06-11;51000
1;2020-06-02;170000
1;2020-05-29;195000
1;2020-05-29;97000
1;2020-06-05;64750
1;2020-06-12;37000
1;2020-06-30;54440
1;2020-06-17;74500
1;2020-06-24;67000
1;2020-01-25;24000
1;2020-02-06;95000
1;2020-06-22;14700
1;2020-06-13;33000
1;2020-01-08;108000
1;2020-01-15;97125
1;2020-01-02;46210
1;2020-01-16;97000
1;2020-02-18;73000
1;2020-02-11;85000
1;2020-05-12;70000
1;2020-01-30;85000
1;2020-01-31;162000
1;2020-02-10;99000
1;2020-04-06;206800
1;2020-04-09;68400
1;2020-05-19;65000
1;2020-05-15;125000
1;2020-05-14;80000
1;2020-05-22;274200
1;2020-05-22;38440
1;2020-06-03;84000
1;2020-06-12;87000
1;2020-06-03;128000
1;2020-06-26;97000
1;2020-06-30;29000
1;2020-06-24;128300
1;2020-01-10;75600
1;2020-01-08;68500
1;2020-01-15;38000
1;2020-01-17;154500
1;2020-01-02;129000
1;2020-01-24;61800
1;2020-01-22;112400
1;2020-01-17;79820
1;2020-01-22;132600
1;2020-01-25;95730
1;2020-01-24;63063
1;2020-01-29;113380
1;2020-02-07;132000
1;2020-02-03;92500
1;2020-02-14;163030
1;2020-02-21;117600
1;2020-02-14;84500
1;2020-02-13;118900
1;2020-02-20;116120
1;2020-02-28;50830
1;2020-02-14;79000
1;2020-02-14;404000
1;2020-02-13;93700
1;2020-03-03;100200
1;2020-02-19;78800
1;2020-02-17;77000
1;2020-02-28;77580
1;2020-02-19;104670
1;2020-03-16;76400
1;2020-04-03;93500
1;2020-04-17;75200
1;2020-04-16;75000
1;2020-04-17;96000
1;2020-05-06;91020
1;2020-04-15;113000
1;2020-05-07;81500
1;2020-05-15;40500
1;2020-05-04;92000
1;2020-04-29;83650
1;2020-05-06;109500
1;2020-05-27;74000
1;2020-04-30;59000
1;2020-04-30;222500
1;2020-05-28;37000
1;2020-05-20;41000
1;2020-05-28;58000
1;2020-05-14;99500
1;2020-05-29;60000
1;2020-05-29;69500
1;2020-06-09;109700
1;2020-06-05;87000
1;2020-05-28;104000
1;2020-06-03;105000
1;2020-05-29;51000
1;2020-05-28;68000
1;2020-05-22;73400
1;2020-05-28;82000
1;2020-05-21;117000
1;2020-05-29;66500
1;2020-05-30;53500
1;2020-05-28;47000
1;2020-06-04;80000
1;2020-06-17;136000
1;2020-06-12;64750
1;2020-06-12;93000
1;2020-06-19;103500
1;2020-06-23;130000
1;2020-06-11;118500
1;2020-03-20;120000
1;2020-05-16;77550
1;2020-06-09;60000
1;2020-05-29;137000
1;2020-05-20;123000
1;2020-05-27;163000
1;2020-06-23;64500
1;2020-01-29;41000
1;2020-02-17;52500
1;2020-03-03;67000
1;2020-02-21;127260
1;2020-02-28;73000
1;2020-04-09;38000
1;2020-04-22;48000
1;2020-04-30;74260
1;2020-05-28;34020
1;2020-05-26;66000
1;2020-05-26;37000
1;2020-06-02;139000
1;2020-05-29;31000
1;2020-05-25;85000
1;2020-05-20;245000
1;2020-06-05;73000
1;2020-05-23;39000
1;2020-05-29;63000
1;2020-05-29;92000
1;2020-05-30;73500
1;2020-06-15;130000
1;2020-06-19;27000
1;2020-06-30;75000
1;2020-06-25;24100
1;2020-01-14;241000
1;2020-01-15;558410
1;2020-01-09;118000
1;2020-01-17;240000
1;2020-01-20;260000
1;2020-01-13;174200
1;2020-01-13;157650
1;2020-01-15;268625
1;2020-01-20;128000
1;2020-01-06;160000
1;2020-01-20;169686
1;2020-01-24;273300
1;2020-01-21;91000
1;2020-01-23;145000
1;2020-01-10;85000
1;2020-01-08;500000
1;2020-01-13;205000
1;2020-01-21;124415
1;2020-01-20;120000
1;2020-01-09;222490
1;2020-01-16;95000
1;2020-01-24;90000
1;2020-01-23;1000000
1;2020-01-24;232500
1;2020-01-09;213390
1;2020-01-30;133150
1;2020-01-20;86000
1;2020-01-23;87000
1;2020-01-17;242500
1;2020-01-24;31000
1;2020-01-08;248910
1;2020-01-29;347000
1;2020-01-14;146570
1;2020-01-31;363000
1;2020-01-21;174944
1;2020-01-30;177450
1;2020-01-30;222000
1;2020-01-22;57500
1;2020-01-24;194000
1;2020-01-24;180700
1;2020-01-12;196000
1;2020-01-31;447000
1;2020-01-14;176785
1;2020-01-22;324600
1;2020-01-22;269400
1;2020-02-06;275000
1;2020-01-30;75000
1;2020-02-05;220000
1;2020-02-10;290000
1;2020-02-06;162330
1;2020-02-06;180000
1;2020-01-30;159574
1;2020-01-28;75000
1;2020-01-24;290500
1;2020-02-12;150000
1;2020-01-22;190000
1;2020-02-17;180000
1;2020-01-31;103000
1;2020-02-18;103000
1;2020-02-03;141000
1;2020-02-13;368800
1;2020-02-03;162500
1;2020-02-15;234500
1;2020-02-13;166000
1;2020-02-19;220000
1;2020-02-03;174000
1;2020-02-25;95000
1;2020-03-03;270000
1;2020-02-13;149720
1;2020-02-13;147091
1;2020-02-10;183800
1;2020-02-26;170000
1;2020-03-02;678000
1;2020-02-10;167000
1;2020-02-19;285700
1;2020-02-26;180500
1;2020-02-12;146850
1;2020-02-12;295530
1;2020-02-12;235000
1;2020-03-02;199000
1;2020-03-02;85000
1;2020-02-19;135000
1;2020-03-03;135000
1;2020-03-03;455960
1;2020-02-27;210000
1;2020-02-20;254200
1;2020-02-28;212250
1;2020-02-28;131500
1;2020-03-11;82500
1;2020-02-24;140000
1;2020-02-27;80000
1;2020-03-09;192440
1;2020-03-11;202000
1;2020-02-27;140000
1;2020-02-26;107000
1;2020-02-25;262500
1;2020-02-24;208800
1;2020-02-26;380613
1;2020-02-18;166300
1;2020-02-27;137370
1;2020-03-10;412650
1;2020-03-10;219500
1;2020-03-06;80000
1;2020-02-26;142000
1;2020-02-19;651700
1;2020-03-05;201070
1;2020-02-27;212500
1;2020-03-06;320000
1;2020-03-12;94500
1;2020-02-28;338880
1;2020-03-10;110000
1;2020-03-05;433970
1;2020-03-11;310200
1;2020-03-13;160000
1;2020-03-17;244150
1;2020-03-17;141000
1;2020-03-17;69310
1;2020-03-09;455000
1;2020-03-13;171200
1;2020-03-30;399000
1;2020-03-20;175000
1;2020-03-23;122000
1;2020-03-23;183500
1;2020-03-31;107500
1;2020-02-10;277725
1;2020-04-08;175000
1;2020-03-06;600000
1;2020-03-12;95000
1;2020-04-08;186950
1;2020-04-07;154430
1;2020-04-04;380000
1;2020-03-27;270000
1;2020-04-06;170000
1;2020-04-17;170000
1;2020-04-15;180330
1;2020-03-04;564400
1;2020-04-17;299000
1;2020-03-31;312000
1;2020-04-15;124000
1;2020-03-06;110000
1;2020-04-29;192000
1;2020-04-30;100000
1;2020-05-04;202586
1;2020-04-24;132500
1;2020-04-29;329600
1;2020-05-04;100000
1;2020-04-15;688810
1;2020-04-27;165000
1;2020-04-17;195000
1;2020-04-30;218500
1;2020-04-30;235000
1;2020-03-13;435300
1;2020-03-17;302350
1;2020-03-17;145000
1;2020-03-17;270000
1;2020-05-12;278000
1;2020-03-09;175000
1;2020-05-05;242000
1;2020-05-12;140220
1;2020-05-11;146000
1;2020-04-28;285000
1;2020-05-14;350000
1;2020-04-30;120000
1;2020-04-24;110000
1;2020-05-14;130000
1;2020-04-24;59000
1;2020-04-24;280000
1;2020-05-20;195000
1;2020-05-14;113000
1;2020-04-24;280000
1;2020-05-14;275000
1;2020-05-18;540360
1;2020-05-22;180460
1;2020-05-22;140000
1;2020-05-19;60000
1;2020-05-27;290000
1;2020-05-27;195000
1;2020-04-30;178300
1;2020-05-28;208355
1;2020-05-20;123500
1;2020-05-19;473000
1;2020-05-20;75000
1;2020-05-25;403950
1;2020-06-03;121600
1;2020-05-19;131400
1;2020-05-26;249000
1;2020-05-22;20000
1;2020-05-25;189500
1;2020-05-26;140000
1;2020-05-26;95200
1;2020-05-26;192500
1;2020-05-27;110000
1;2020-05-18;164290
1;2020-05-25;172000
1;2020-05-27;218800
1;2020-05-28;278000
1;2020-05-27;98950
1;2020-05-28;170000
1;2020-05-28;205000
1;2020-05-28;249400
1;2020-06-02;530000
1;2020-05-29;172000
1;2020-05-15;125000
1;2020-05-19;248460
2;2020-06-11;82720
1;2020-06-05;188500
1;2020-06-03;215000
1;2020-05-29;115000
1;2020-05-28;285000
1;2020-05-20;279461
1;2020-06-15;210000
1;2020-06-02;263800
1;2020-05-30;
1;2020-06-08;58000
1;2020-06-16;194000
1;2020-06-10;190000
1;2020-06-10;305000
1;2020-05-19;152000
1;2020-06-15;1731387
1;2020-05-22;169000
1;2020-06-08;254000
1;2020-06-15;259250
1;2020-06-10;344190
1;2020-06-09;216210
1;2020-06-10;141000
1;2020-06-04;70000
1;2020-06-29;309800
1;2020-06-12;149800
1;2020-06-16;236150
1;2020-06-02;180000
1;2020-06-12;359000
1;2020-06-03;200000
1;2020-06-04;133000
1;2020-06-18;139800
1;2020-06-17;409500
1;2020-06-17;490800
1;2020-06-17;186600
1;2020-06-09;125000
1;2020-06-23;334850
1;2020-06-19;185000
1;2020-06-10;185000
1;2020-06-24;295000
1;2020-06-18;140000
1;2020-06-22;191400
1;2020-06-26;202000
1;2020-06-24;215945
1;2020-03-31;72700
1;2020-04-08;300000
1;2020-05-12;167000
1;2020-05-12;110000
1;2020-04-21;240000
1;2020-01-08;130000
1;2020-01-13;23333.34
1;2020-01-09;188000
1;2020-01-03;96450
1;2020-01-03;49500
1;2020-01-06;206300
1;2020-01-06;53900
1;2020-01-10;71155
1;2020-01-09;96300
1;2020-01-06;110000
1;2020-01-16;107500
1;2020-01-16;92000
1;2020-01-16;241598.61
1;2020-01-24;105950
1;2020-01-13;400550
1;2020-01-21;128000
1;2020-01-23;130190
1;2020-01-22;49000
1;2020-01-22;205000
1;2020-01-09;142950
1;2020-01-17;188100
1;2020-01-03;73470
1;2020-01-21;160000
1;2020-01-21;88000
1;2020-01-16;66000
1;2020-01-07;73773.58
1;2020-01-23;226000
1;2020-01-24;238500
1;2020-01-29;82500
1;2020-01-21;210000
1;2020-01-28;45000
1;2020-01-13;105060
1;2020-01-21;76390
1;2020-02-01;256600
1;2020-01-16;422980
1;2020-01-29;50000
1;2020-01-29;103000
1;2020-01-27;238300
1;2020-02-04;58200
1;2020-01-15;220300
1;2020-02-14;55500
1;2020-02-06;144090
1;2020-02-10;67605
1;2020-02-12;58018.87
1;2020-02-11;110900
1;2020-02-01;159500
1;2020-02-07;82270
1;2020-02-25;157117
1;2020-02-10;48000
1;2020-02-14;99000
1;2020-02-03;205000
1;2020-02-05;52370
1;2020-02-10;302800
1;2020-02-10;155825
1;2020-02-03;62800
1;2020-02-19;72705
1;2020-02-19;130500
1;2020-02-11;290000
1;2020-03-02;102230
1;2020-02-28;105500
1;2020-02-20;148000
1;2020-02-14;68750
1;2020-02-12;112600
1;2020-03-04;97050
1;2020-02-03;67080
1;2020-02-28;145655
1;2020-02-04;155762
1;2020-02-17;71290
1;2020-02-26;134050
1;2020-02-14;23470
1;2020-02-13;30400
1;2020-02-28;234650
1;2020-02-24;127800
1;2020-02-12;48500
1;2020-03-03;173000
1;2020-02-27;81900
1;2020-02-27;128000
1;2020-03-06;116100
1;2020-03-04;174000
1;2020-02-27;175000
1;2020-02-24;33768
1;2020-02-14;74500
1;2020-02-18;47500
1;2020-02-24;190570
1;2020-02-20;97500
1;2020-02-19;62000
1;2020-02-25;113950
1;2020-03-09;116080
1;2020-03-04;47000
1;2020-02-24;66590
1;2020-02-27;54500
1;2020-02-21;59000
1;2020-03-02;146500
1;2020-02-27;74300
1;2020-03-17;126500
1;2020-02-26;72400
1;2020-02-26;63585
1;2020-03-16;100000
1;2020-03-02;164000
1;2020-03-13;133180
1;2020-03-11;136400
1;2020-02-27;1683000
1;2020-03-06;31000
1;2020-03-06;174150
1;2020-03-06;40500
1;2020-03-11;85000
1;2020-03-12;29790
1;2020-03-06;93150
1;2020-03-13;97600
1;2020-03-05;50737.76
1;2020-03-16;76700
1;2020-03-26;78500
1;2020-03-17;32000
1;2020-03-31;97500
1;2020-03-27;237775
1;2020-03-09;83500
1;2020-03-20;200850
