no_disposition;date_mutation;valeur_fonciere
1;2020-02-21;210000
1;2020-01-28;318000
1;2020-02-24;137000
1;2020-02-19;220000
1;2020-02-19;104000
1;2020-02-19;223000
1;2020-02-03;75000
1;2020-02-17;110000
1;2020-02-28;165000
1;2020-02-21;135000
1;2020-02-18;158000
1;2020-02-17;190000
1;2020-02-28;278000
1;2020-02-28;65000
1;2020-02-10;60714
1;2020-02-15;256000
1;2020-02-15;225000
1;2020-02-20;233000
1;2020-02-28;159000
1;2020-02-28;176300
1;2020-02-22;185000
1;2020-02-22;117000
1;2020-03-04;339600
1;2020-02-19;99000
1;2020-02-24;164000
1;2020-02-25;167000
1;2020-02-26;133000
1;2020-02-27;100943
1;2020-02-14;230000
1;2020-02-20;170000
1;2020-03-12;159000
1;2020-03-06;148590
1;2020-02-25;343000
1;2020-02-28;150000
1;2020-03-05;125000
1;2020-02-24;111340
1;2020-02-21;155484
1;2020-03-13;163500
1;2020-03-04;181200
1;2020-03-06;333000
1;2020-03-04;148000
1;2020-03-06;236000
1;2020-02-28;181000
1;2020-02-25;160000
1;2020-02-28;222500
1;2020-03-06;170000
1;2020-02-24;175000
1;2020-02-28;210000
1;2020-02-14;74000
1;2020-03-05;186000
1;2020-02-27;187500
1;2020-02-29;165000
1;2020-03-06;183000
1;2020-03-13;91000
1;2020-02-25;163020
1;2020-02-27;47500
1;2020-03-10;112000
1;2020-02-27;70000
2;2020-03-27;185000
1;2020-03-04;237000
1;2020-03-13;249000
1;2020-03-26;98398
1;2020-03-23;162000
1;2020-03-09;140000
1;2020-03-31;220000
1;2020-03-25;91000
1;2020-03-11;225000
1;2020-03-31;165000
1;2020-04-08;181930
1;2020-04-03;128500
1;2020-03-31;110500
1;2020-03-06;179500
1;2020-04-17;201000
1;2020-03-27;232000
1;2020-04-23;110000
1;2020-03-20;319000
1;2020-04-30;278000
1;2020-04-29;123000
1;2020-04-21;160000
1;2020-05-07;110000
1;2020-05-07;243300
1;2020-05-14;240000
1;2020-04-22;62000
1;2020-04-24;132000
2;2020-04-28;105000
1;2020-05-14;120000
1;2020-05-19;273000
1;2020-05-14;120000
1;2020-05-15;168000
1;2020-05-26;136000
1;2020-05-29;217000
1;2020-05-29;118000
1;2020-05-27;135000
1;2020-05-22;140000
1;2020-05-22;53000
1;2020-05-22;208000
1;2020-05-29;105000
1;2020-06-05;229730
1;2020-05-27;272000
1;2020-05-13;350800
1;2020-05-16;174000
1;2020-05-15;183000
1;2020-06-05;91000
1;2020-05-27;140540
1;2020-05-26;86500
1;2020-05-28;130000
1;2020-05-29;254000
1;2020-06-02;163000
1;2020-05-25;112736
1;2020-06-04;156000
1;2020-06-10;112500
1;2020-05-29;115000
1;2020-05-26;113000
1;2020-05-26;105000
1;2020-06-05;172600
1;2020-06-16;85000
1;2020-06-04;84500
1;2020-06-12;172000
1;2020-06-17;155000
1;2020-06-16;171000
1;2020-06-15;85500
1;2020-06-18;202000
1;2020-05-29;130000
1;2020-06-04;183000
1;2020-05-29;180000
1;2020-06-12;110000
1;2020-06-10;75000
1;2020-06-10;188000
1;2020-06-23;121000
1;2020-06-17;110000
1;2020-06-26;40000
1;2020-06-11;129000
1;2020-06-22;108400
1;2020-06-03;260000
1;2020-06-26;182000
1;2020-06-18;220000
1;2020-06-19;95000
1;2020-06-09;172000
1;2020-06-29;218000
1;2020-05-30;129000
1;2020-06-26;122930
1;2020-05-27;216000
1;2020-06-15;173650
1;2020-03-07;112000
1;2020-06-09;166000
1;2020-06-09;200000
1;2020-06-11;196000
1;2020-06-24;145000
1;2020-06-30;115000
1;2020-06-24;299900
1;2020-06-29;95500
1;2020-06-26;123000
1;2020-06-17;122000
1;2020-06-18;213000
1;2020-06-15;137000
1;2020-06-16;136000
1;2020-05-25;166000
1;2020-05-18;206000
1;2020-06-30;132000
1;2020-06-29;67000
1;2020-03-11;147000
1;2020-06-17;250750
1;2020-06-26;180000
1;2020-06-23;189000
1;2020-06-22;105000
1;2020-06-26;132000
1;2020-06-30;160000
1;2020-06-24;262000
1;2020-06-30;168000
1;2020-06-29;235000
1;2020-06-18;235000
1;2020-06-30;149000
1;2020-06-17;178000
1;2020-06-18;205000
1;2020-06-12;76000
1;2020-06-27;153000
1;2020-06-30;205000
1;2020-06-29;226000
1;2020-01-08;387200
1;2020-01-06;212500
1;2020-01-03;224500
1;2020-01-09;210000
1;2020-01-14;173000
1;2020-01-08;229000
1;2020-01-09;150000
1;2020-01-13;144758
1;2020-01-16;247000
1;2020-01-13;189000
1;2020-01-07;35000
1;2020-01-20;90000
1;2020-01-09;208000
1;2020-01-08;247000
1;2020-01-15;230000
1;2020-01-10;178000
1;2020-01-21;171000
1;2020-01-15;263200
1;2020-01-23;136500
1;2020-01-17;216000
1;2020-01-27;279000
1;2020-01-02;170950
1;2020-01-24;167500
1;2020-01-22;178500
1;2020-01-29;132000
1;2020-01-27;217000
1;2020-01-23;85000
1;2020-01-29;75000
1;2020-01-22;302000
1;2020-01-14;203000
1;2020-01-31;132000
1;2020-01-10;144000
1;2020-01-10;234000
1;2020-01-08;310000
1;2020-01-31;230334
1;2020-02-03;306000
1;2020-01-31;615000
1;2020-01-27;136000
1;2020-01-24;240500
1;2020-01-23;177000
1;2020-01-13;191000
1;2020-01-02;112000
1;2020-01-21;119812
1;2020-01-16;165000
1;2020-01-27;110000
1;2020-01-23;187000
1;2020-01-31;200000
1;2020-01-24;123000
1;2020-02-05;76000
1;2020-02-05;247000
1;2020-02-05;175000
1;2020-01-17;155500
1;2020-01-29;169000
1;2020-02-04;239500
1;2020-02-05;290000
1;2020-01-24;152800
1;2020-01-30;159300
1;2020-01-13;185000
1;2020-01-17;175000
1;2020-01-17;237000
1;2020-02-12;180000
1;2020-01-27;195000
1;2020-02-11;387600
1;2020-02-06;179000
1;2020-02-03;445000
1;2020-01-30;80000
1;2020-02-14;256000
1;2020-02-14;135000
1;2020-02-07;165150
1;2020-01-31;171600
1;2020-02-18;273300
1;2020-01-24;233000
1;2020-02-17;228000
1;2020-02-06;129000
1;2020-02-13;339000
1;2020-02-17;161500
1;2020-02-06;123000
1;2020-02-17;175000
1;2020-01-31;426300
1;2020-01-22;260000
1;2020-01-27;94000
1;2020-02-13;237500
1;2020-01-23;220000
1;2020-01-24;312000
1;2020-02-15;168000
1;2020-02-11;118500
1;2020-02-13;226911
1;2020-02-12;182000
1;2020-02-07;156000
1;2020-02-07;234000
1;2020-01-27;283000
1;2020-02-01;353000
1;2020-02-05;168000
1;2020-02-17;200000
1;2020-02-18;181000
1;2020-01-31;130000
1;2020-02-21;154610
1;2020-02-17;178000
1;2020-02-14;358000
1;2020-02-17;155000
1;2020-02-19;212277.1
1;2020-02-13;181340
1;2020-02-26;301500
1;2020-02-10;257000
1;2020-02-11;237500
1;2020-02-13;123000
1;2020-02-14;135500
1;2020-03-02;498000
1;2020-02-24;264630
1;2020-02-12;298000
1;2020-02-20;152295
1;2020-02-26;245000
1;2020-02-27;277000
1;2020-02-18;103500
1;2020-02-11;260000
1;2020-02-20;125000
1;2020-02-10;153000
1;2020-03-04;170000
1;2020-02-18;138000
1;2020-02-14;177000
1;2020-02-26;315000
1;2020-02-25;70000
1;2020-02-14;105000
1;2020-02-19;275500
1;2020-03-11;120000
1;2020-02-14;270000
1;2020-03-02;154000
1;2020-02-28;177000
1;2020-03-02;133500
1;2020-03-03;236000
1;2020-03-12;116800
1;2020-03-06;89000
1;2020-02-25;114000
1;2020-02-28;135450
1;2020-03-02;141500
1;2020-03-09;197200
1;2020-02-26;187000
1;2020-02-27;147500
1;2020-03-04;160400
1;2020-03-16;325500
1;2020-02-24;127300
1;2020-03-12;248000
1;2020-03-16;307000
1;2020-03-03;215000
1;2020-03-12;193000
1;2020-03-12;190000
1;2020-03-11;355000
1;2020-03-09;165000
1;2020-03-03;157000
1;2020-03-14;239700
1;2020-03-10;205950
1;2020-03-05;287320
1;2020-02-26;103000
1;2020-02-27;190775
1;2020-03-11;307000
1;2020-03-09;307000
1;2020-03-07;250000
1;2020-03-05;410000
1;2020-03-16;76000
1;2020-03-12;125000
1;2020-03-20;245000
1;2020-03-20;100000
1;2020-02-25;420000
1;2020-03-12;249710
1;2020-03-17;221000
1;2020-03-17;213000
1;2020-02-28;122500
1;2020-03-17;179000
1;2020-03-17;133000
1;2020-03-17;195300
1;2020-03-23;130000
1;2020-03-23;102000
1;2020-03-02;202000
1;2020-02-28;241000
1;2020-03-16;99900
1;2020-03-06;275000
1;2020-03-02;238000
1;2020-03-20;181000
1;2020-03-26;325000
1;2020-03-05;170000
1;2020-03-31;232000
1;2020-03-13;175000
1;2020-03-18;150500
1;2020-03-18;146000
1;2020-03-05;183000
1;2020-03-06;60000
1;2020-03-13;266100
1;2020-03-20;163200
1;2020-02-25;215000
1;2020-03-20;168700
1;2020-04-09;290000
1;2020-03-18;400000
1;2020-04-02;145500
1;2020-04-03;229900
1;2020-04-10;186000
1;2020-03-17;125000
1;2020-04-15;171800
1;2020-03-27;125000
1;2020-03-05;173770
1;2020-04-24;240000
1;2020-04-30;198000
1;2020-04-24;173000
1;2020-04-23;180000
1;2020-05-13;314000
1;2020-05-13;146000
1;2020-05-06;320000
1;2020-04-30;255000
1;2020-05-13;270000
1;2020-03-31;176000
1;2020-05-07;220000
1;2020-05-15;283500
1;2020-05-18;78000
1;2020-05-14;338000
1;2020-05-12;166000
1;2020-05-15;167400
1;2020-05-19;210800
1;2020-04-24;144000
1;2020-05-18;139000
1;2020-04-30;174000
1;2020-05-22;105000
1;2020-05-12;167000
1;2020-05-15;277950
1;2020-05-23;216600
1;2020-05-15;199000
1;2020-05-13;199000
1;2020-05-13;271000
1;2020-05-13;165000
1;2020-05-20;75200
1;2020-05-14;137000
1;2020-05-19;140605
1;2020-05-25;128000
1;2020-05-15;227000
1;2020-04-30;158000
1;2020-05-28;227450
1;2020-05-22;299750
1;2020-05-19;211700
1;2020-05-15;181000
1;2020-05-19;390000
1;2020-05-18;547350
1;2020-05-18;306000
1;2020-05-27;173000
1;2020-05-18;163700
1;2020-05-15;368000
1;2020-05-29;182520
1;2020-05-25;217000
1;2020-05-20;184000
1;2020-05-20;394950
1;2020-05-15;245000
1;2020-05-29;126000
1;2020-05-27;155000
1;2020-05-20;273860
1;2020-05-28;183000
1;2020-05-20;136000
1;2020-05-25;113000
1;2020-05-27;65000
1;2020-06-03;225200
1;2020-05-25;312000
1;2020-05-29;363000
1;2020-05-25;208000
1;2020-05-27;90000
1;2020-05-13;216000
1;2020-05-22;187000
1;2020-05-25;200000
1;2020-05-20;143000
1;2020-05-22;155000
1;2020-06-08;257500
1;2020-05-25;520000
1;2020-05-18;180500
1;2020-05-25;255000
1;2020-05-18;199000
1;2020-05-19;165000
1;2020-05-20;100000
1;2020-05-25;180000
1;2020-05-29;222000
1;2020-05-25;192000
1;2020-05-28;173000
1;2020-05-20;161000
1;2020-05-22;275500
1;2020-05-28;250000
1;2020-05-26;178000
1;2020-05-26;265000
1;2020-06-04;448000
1;2020-05-22;196500
1;2020-05-21;160000
1;2020-05-18;140000
1;2020-05-22;238000
1;2020-05-21;163000
1;2020-06-12;202000
1;2020-05-14;108000
1;2020-06-03;138000
1;2020-05-26;180720
1;2020-05-29;117000
1;2020-06-02;189800
1;2020-05-18;160000
1;2020-05-20;227250
1;2020-05-27;123625
1;2020-06-05;230000
1;2020-05-19;200000
1;2020-06-04;160000
1;2020-06-09;240000
1;2020-05-26;147000
1;2020-05-27;170620
1;2020-05-26;359000
1;2020-06-15;354000
1;2020-06-04;174010
1;2020-06-09;150000
1;2020-06-15;225000
1;2020-06-02;195000
1;2020-06-08;175000
1;2020-05-26;181000
1;2020-05-26;239000
1;2020-05-20;223500
1;2020-06-04;201000
1;2020-05-28;285000
1;2020-03-27;122000
1;2020-06-18;120000
1;2020-06-11;310000
1;2020-06-18;205000
1;2020-06-19;275000
1;2020-06-03;182300
1;2020-06-16;141000
1;2020-06-10;159000
1;2020-06-18;333800
1;2020-05-27;352000
1;2020-06-05;225000
1;2020-06-03;170000
1;2020-06-05;280000
1;2020-05-29;385400
1;2020-06-12;237000
1;2020-06-08;134000
1;2020-05-29;205000
1;2020-06-12;135000
1;2020-06-05;127000
1;2020-06-04;167000
1;2020-06-03;230000
1;2020-06-16;194900
1;2020-06-02;190000
1;2020-06-16;191900
1;2020-05-29;355000
1;2020-06-04;172000
1;2020-06-10;258000
1;2020-06-15;146900
1;2020-06-05;128000
1;2020-06-16;247000
1;2020-06-10;188000
1;2020-06-17;279000
1;2020-06-05;136000
1;2020-06-29;252000
1;2020-06-05;68700
1;2020-06-05;229000
1;2020-06-10;221000
1;2020-06-05;299000
1;2020-06-10;193300
1;2020-06-09;150000
1;2020-06-23;159500
1;2020-06-30;145000
1;2020-06-04;165000
1;2020-06-05;280000
1;2020-06-03;346500
1;2020-06-03;160000
1;2020-06-09;222500
1;2020-06-05;135000
1;2020-06-30;129000
1;2020-06-17;155000
1;2020-06-19;177000
1;2020-06-23;155000
1;2020-06-26;185000
1;2020-06-05;150000
1;2020-06-12;164000
1;2020-06-15;166000
1;2020-06-26;202000
1;2020-06-30;200000
1;2020-06-25;269000
1;2020-06-22;140000
1;2020-06-23;206000
1;2020-06-18;159900
1;2020-06-10;154000
1;2020-06-25;143000
1;2020-06-15;132000
1;2020-06-24;154000
1;2020-06-30;90000
1;2020-06-30;174000
1;2020-06-29;157000
1;2020-06-30;350500
1;2020-06-23;102600
1;2020-06-15;87500
1;2020-06-29;163900
1;2020-06-29;190000
1;2020-06-29;133000
1;2020-06-10;150000
1;2020-06-18;94000
1;2020-06-18;81000
1;2020-06-26;214000
1;2020-06-26;220750
1;2020-06-24;172000
1;2020-06-23;124500
1;2020-06-12;146500
1;2020-06-30;212000
1;2020-05-15;167000
1;2020-06-29;153500
1;2020-06-15;120000
1;2020-06-29;124000
1;2020-06-23;255000
1;2020-06-26;95700
1;2020-06-26;124000
1;2020-06-16;174000
1;2020-06-30;160000
1;2020-06-29;198000
1;2020-06-23;230000
1;2020-06-22;235000
1;2020-06-25;355000
1;2020-06-22;131000
1;2020-06-19;174500
1;2020-06-19;153750
1;2020-06-30;270000
1;2020-04-14;305000
1;2020-05-30;160000
1;2020-06-29;299000
1;2020-06-16;125000
1;2020-06-12;135500
1;2020-06-25;200000
1;2020-06-30;143000
1;2020-01-14;100000
1;2020-01-06;208000
1;2020-01-14;299000
1;2020-01-22;140200
1;2020-01-22;89000
1;2020-01-23;208000
1;2020-01-30;312000
1;2020-01-24;132500
1;2020-01-09;185000
1;2020-01-16;233600
1;2020-01-31;337960
1;2020-01-23;140000
1;2020-01-22;99000
1;2020-01-16;339000
1;2020-01-14;191200
1;2020-01-20;202000
1;2020-01-22;139000
1;2020-01-31;327800
1;2020-01-21;195000
1;2020-01-27;180860
1;2020-01-31;199450
1;2020-01-17;48500
1;2020-01-30;260000
1;2020-01-17;169000
1;2020-01-22;146000
1;2020-01-24;280000
1;2020-01-28;139000
1;2020-01-30;82500
1;2020-02-07;355000
1;2020-01-31;99500
1;2020-02-04;198300
1;2020-01-24;124900
1;2020-02-10;259000
1;2020-01-31;185000
1;2020-01-30;257200
1;2020-01-30;65000
1;2020-02-24;242000
1;2020-02-21;199000
1;2020-01-29;155500
1;2020-02-19;137500
1;2020-02-26;114000
1;2020-02-15;142000
1;2020-02-14;237000
1;2020-02-17;290000
1;2020-02-17;280000
1;2020-02-28;331000
1;2020-02-13;157000
1;2020-02-21;200000
1;2020-02-28;337303
1;2020-02-21;273900
1;2020-02-19;167000
1;2020-02-18;148900
1;2020-02-26;145000
1;2020-03-04;99270
1;2020-02-26;64000
1;2020-02-17;209500
1;2020-03-04;298000
1;2020-03-06;183500
1;2020-02-19;157000
1;2020-02-28;227500
1;2020-03-02;127500
1;2020-03-06;146226
1;2020-02-18;144500
1;2020-03-06;144000
1;2020-03-06;163500
1;2020-03-11;138000
1;2020-02-25;112800
1;2020-03-11;85000
1;2020-03-06;141500
1;2020-03-04;205000
1;2020-03-13;160450
1;2020-02-28;123000
1;2020-03-09;144000
1;2020-03-20;176000
1;2020-03-20;269000
1;2020-03-25;217000
1;2020-03-05;226000
1;2020-03-06;198000
1;2020-03-19;163000
1;2020-03-12;96000
1;2020-03-30;77500
1;2020-03-27;335723
1;2020-03-13;158000
1;2020-03-25;151000
1;2020-03-13;273500
1;2020-03-26;213000
1;2020-03-27;167000
1;2020-03-25;224500
1;2020-03-27;145350
1;2020-03-18;70000
1;2020-04-30;107800
1;2020-04-17;142000
1;2020-04-30;172000
1;2020-04-30;200000
1;2020-04-28;106000
1;2020-04-30;239571
1;2020-04-23;242000
1;2020-04-30;143000
1;2020-04-30;216500
1;2020-05-07;199000
1;2020-04-30;255000
1;2020-05-04;334100
1;2020-05-15;221000
1;2020-04-23;220000
1;2020-04-24;157000
1;2020-05-14;127700
1;2020-05-22;238000
1;2020-05-15;197000
1;2020-05-11;95500
1;2020-05-22;148700
1;2020-05-15;194226
1;2020-05-05;224000
1;2020-05-18;174800
1;2020-05-19;115000
1;2020-05-22;255000
1;2020-05-18;75000
1;2020-05-19;106000
1;2020-05-27;187000
1;2020-05-20;283000
1;2020-05-25;299000
1;2020-05-20;135500
1;2020-05-29;120000
1;2020-05-29;269000
1;2020-05-29;290000
1;2020-05-20;167100
1;2020-05-20;190500
1;2020-06-04;248000
1;2020-05-14;350000
1;2020-05-18;130000
1;2020-05-28;230000
1;2020-06-02;128400
1;2020-05-20;143400
1;2020-05-29;155000
1;2020-05-27;201400
1;2020-05-14;175000
1;2020-05-27;80315
1;2020-06-11;107000
1;2020-06-03;339182
1;2020-05-14;228000
1;2020-05-15;176000
1;2020-05-18;133500
1;2020-05-29;132000
1;2020-05-15;170000
1;2020-05-25;196000
1;2020-05-13;232000
1;2020-06-12;119000
1;2020-05-27;191835
1;2020-05-29;206000
1;2020-06-05;124000
1;2020-05-29;157000
1;2020-06-03;162750
1;2020-06-05;182500
1;2020-05-28;167000
1;2020-06-15;264000
1;2020-06-19;180500
1;2020-06-05;233000
1;2020-06-12;115000
1;2020-06-05;156950
1;2020-05-28;149650
1;2020-06-05;149900
1;2020-05-28;125000
1;2020-06-09;216000
1;2020-06-19;238000
1;2020-06-12;182000
1;2020-06-12;126500
1;2020-06-12;162612
1;2020-02-20;164000
1;2020-06-05;193000
1;2020-06-15;324000
1;2020-06-05;212820
1;2020-06-15;293000
1;2020-06-17;149000
1;2020-06-29;188000
1;2020-06-25;369000
1;2020-06-19;242500
1;2020-06-26;228500
1;2020-06-05;126000
2;2020-06-12;136000
1;2020-06-18;296120
1;2020-06-17;126980
1;2020-06-12;165500
1;2020-06-17;103000
1;2020-06-17;165000
1;2020-06-06;117000
1;2020-06-30;355000
1;2020-06-25;60000
1;2020-06-15;127000
1;2020-06-19;208000
1;2020-06-15;103000
1;2020-06-02;111000
1;2020-06-12;135000
1;2020-06-19;156480
1;2020-06-19;175500
1;2020-06-19;125000
1;2020-06-12;242071
1;2020-06-24;70000
1;2020-06-26;249000
1;2020-06-19;308000
1;2020-06-26;184000
1;2020-06-24;79000
1;2020-06-30;225000
1;2020-06-26;224500
1;2020-06-30;122000
1;2020-06-22;245000
1;2020-06-22;123000
1;2020-06-22;185000
1;2020-06-26;181200
1;2020-06-23;215000
1;2020-06-19;244000
1;2020-06-26;141000
1;2020-06-30;199500
2;2020-06-04;128000
1;2020-06-26;94000
1;2020-06-29;92000
1;2020-06-30;127000
1;2020-05-28;200000
1;2020-06-30;189000
1;2020-01-13;85000
1;2020-01-31;54000
1;2020-01-08;122900
1;2020-01-15;78210
1;2020-01-28;83000
1;2020-01-14;125000
1;2020-01-10;64000
1;2020-01-10;187000
1;2020-01-27;90454
1;2020-01-10;350000
1;2020-01-10;134000
1;2020-01-09;40000
1;2020-01-20;173000
1;2020-01-17;63500
1;2020-01-22;64700
1;2020-01-27;196600
1;2020-02-04;100000
1;2020-01-23;154000
1;2020-01-31;108000
1;2020-01-30;63000
1;2020-01-31;155000
1;2020-02-12;113900
1;2020-01-30;150000
1;2020-01-30;252700
1;2020-01-31;45000
1;2020-01-24;50000
1;2020-01-30;72000
1;2020-02-07;445000
1;2020-02-06;175000
1;2020-02-11;320000
1;2020-01-31;250000
1;2020-02-03;108730
1;2020-02-21;40000
1;2020-02-12;127000
1;2020-02-10;37000
1;2020-02-14;152000
1;2020-02-13;159900
1;2020-02-21;135000
1;2020-02-12;61500
1;2020-02-14;124040
1;2020-02-13;299980
1;2020-02-17;128000
1;2020-03-06;107000
1;2020-05-18;59500
1;2020-05-13;50000
1;2020-05-15;105000
1;2020-05-15;144000
1;2020-04-30;180000
1;2020-05-07;109612
1;2020-05-14;310000
1;2020-05-20;147000
1;2020-05-05;145000
1;2020-05-29;285000
1;2020-05-27;113000
1;2020-05-06;215000
1;2020-05-15;147900
1;2020-06-04;175000
1;2020-05-20;115000
1;2020-05-26;68940
1;2020-05-26;48000
1;2020-05-20;214000
1;2020-05-19;106500
1;2020-06-05;270500
1;2020-05-29;126000
1;2020-06-10;145000
1;2020-06-04;170000
1;2020-06-17;136000
1;2020-06-16;147540
1;2020-05-29;155000
1;2020-06-03;235000
1;2020-05-29;98000
1;2020-05-29;149000
1;2020-05-29;72000
1;2020-05-28;195000
1;2020-05-29;605060
1;2020-05-27;158000
1;2020-03-13;175650
1;2020-05-27;168200
1;2020-06-11;125000
1;2020-06-05;195000
1;2020-06-09;76000
1;2020-06-24;220000
1;2020-06-22;138000
1;2020-06-19;84000
1;2020-06-12;400000
1;2020-06-16;128000
1;2020-06-10;264000
1;2020-06-05;235000
1;2020-06-22;95000
1;2020-06-12;119000
1;2020-06-18;70500
1;2020-06-15;120000
1;2020-06-12;65000
1;2020-06-18;220040
1;2020-06-23;133000
1;2020-06-29;158000
1;2020-06-24;120000
1;2020-06-26;162000
1;2020-06-19;160000
1;2020-06-12;87000
1;2020-06-25;93000
1;2020-06-22;75000
1;2020-06-26;235000
1;2020-06-30;220000
1;2020-06-26;117000
1;2020-05-29;110000
1;2020-06-29;110000
1;2020-06-30;121000
1;2020-01-31;151000
1;2020-01-31;115000
1;2020-01-29;138000
1;2020-02-07;129000
1;2020-02-12;185000
1;2020-03-04;125000
1;2020-02-13;40000
1;2020-02-10;75500
1;2020-03-06;93000
1;2020-03-06;116595
1;2020-03-06;79000
1;2020-03-06;227000
1;2020-03-10;80000
1;2020-03-04;127000
1;2020-03-09;64900
1;2020-03-06;142000
1;2020-03-11;118225
1;2020-03-31;138032
1;2020-04-20;245000
1;2020-03-13;122000
1;2020-03-25;56000
1;2020-03-19;101600
1;2020-01-23;159900
1;2020-03-26;64000
1;2020-04-22;154000
1;2020-02-29;165000
1;2020-04-30;90000
1;2020-04-08;153800
1;2020-04-29;130000
1;2020-05-20;329700
1;2020-05-29;180000
1;2020-06-18;140000
1;2020-06-17;108000
1;2020-06-26;162000
1;2020-06-12;127000
1;2020-06-12;86000
1;2020-06-18;120000
1;2020-06-23;250000
1;2020-06-22;137140
1;2020-02-12;45000
1;2020-02-11;304300
1;2020-01-30;175000
1;2020-02-11;56730
1;2020-02-07;42000
1;2020-02-14;67000
1;2020-02-11;90500
1;2020-01-29;48000
1;2020-02-14;85500
1;2020-02-21;38000
1;2020-02-19;127050
1;2020-02-07;109000
1;2020-02-24;215000
1;2020-02-10;200000
1;2020-02-10;88000
1;2020-02-28;70000
1;2020-04-28;47000
1;2020-04-22;52000
1;2020-02-24;313600
1;2020-04-14;102000
1;2020-04-15;117000
1;2020-04-23;220000
1;2020-05-20;60600
1;2020-05-12;65000
1;2020-05-12;42500
1;2020-05-14;159000
1;2020-04-30;210000
1;2020-04-29;60000
1;2020-05-18;180515
1;2020-05-14;76500
1;2020-05-15;67450
1;2020-04-30;110000
1;2020-04-27;170000
1;2020-04-30;260000
1;2020-05-05;248800
1;2020-05-27;185000
1;2020-06-08;350000
1;2020-06-29;99000
1;2020-06-29;45000
1;2020-06-08;43200
1;2020-06-05;65000
1;2020-06-22;49000
1;2020-06-26;130000
1;2020-06-26;98000
1;2020-06-23;150000
1;2020-02-18;43000
1;2020-01-23;489770
1;2020-01-23;223000
1;2020-01-10;680000
1;2020-01-03;852000
1;2020-01-08;370000
1;2020-01-09;741500
1;2020-01-15;779637
1;2020-01-16;435000
1;2020-01-08;648600
1;2020-01-06;106574.1
1;2020-01-10;505000
1;2020-01-17;1125000
1;2020-01-06;368000
1;2020-01-10;1530000
1;2020-01-15;445000
1;2020-01-10;686000
1;2020-01-22;108400
1;2020-01-14;1254800
1;2020-01-24;610000
1;2020-01-22;1174500
1;2020-01-17;839990
1;2020-01-27;1285150
1;2020-01-16;519000
1;2020-01-17;490566
1;2020-01-21;369000
1;2020-01-08;572500
1;2020-01-31;543100
1;2020-01-30;895840
1;2020-01-14;7050000
1;2020-02-05;179000
1;2020-01-20;570000
1;2020-01-31;418000
1;2020-01-14;870630
1;2020-01-31;375000
1;2020-01-16;605000
1;2020-01-17;1635700
1;2020-01-16;536000
1;2020-01-31;416820
1;2020-01-30;632000
1;2020-01-20;342666
1;2020-01-16;1222000
1;2020-01-23;215000
1;2020-01-20;1100550
1;2020-02-07;1110000
1;2020-01-29;1430000
1;2020-01-30;100000
1;2020-01-28;825050
2;2020-01-13;
1;2020-01-27;55000
1;2020-01-22;1515410
1;2020-01-16;317000
1;2020-01-24;446321
1;2020-01-29;466080
1;2020-01-28;2607500
1;2020-02-05;970000
1;2020-01-29;459090
1;2020-02-04;774350
1;2020-02-07;325000
2;2020-01-23;917000
1;2020-01-29;415000
1;2020-01-31;247000
1;2020-02-10;870000
1;2020-02-03;619000
1;2020-01-27;1425900
1;2020-01-28;178000
1;2020-01-28;889860
1;2020-01-31;1430000
1;2020-02-14;153000
1;2020-02-03;367000
1;2020-02-06;450000
1;2020-02-14;670000
1;2020-01-30;132000
1;2020-01-31;642200
1;2020-02-06;508200
1;2020-01-31;51875
1;2020-02-07;535000
1;2020-02-07;4342410
1;2020-02-06;1604000
1;2020-01-09;380000
1;2020-02-06;985000
1;2020-02-20;197830
1;2020-02-06;130000
1;2020-02-18;1034285
1;2020-02-14;581990
1;2020-01-31;900000
1;2020-02-24;312000
1;2020-02-11;156000
1;2020-02-13;2333000
1;2020-02-13;167000
1;2020-02-21;217720
1;2020-02-19;614000
1;2020-02-03;759700
1;2020-02-28;359000
1;2020-02-07;238200
1;2020-02-05;126000
1;2020-02-12;1066000
1;2020-02-27;542000
1;2020-02-17;429000
1;2020-02-03;520000
1;2020-02-20;179900
1;2020-02-14;1409600
1;2020-02-21;471154
1;2020-02-17;230000
1;2020-02-17;130000
1;2020-02-21;840000
1;2020-03-03;1298346
1;2020-02-27;1589100
1;2020-02-07;3050000
1;2020-02-13;349000
1;2020-02-10;715391.75
1;2020-02-24;2015350
1;2020-02-28;458100
1;2020-02-11;540000
1;2020-02-08;1472500
1;2020-02-26;95000
1;2020-02-28;5600000
1;2020-02-27;1123500
1;2020-03-03;180000
1;2020-03-03;393820
1;2020-03-04;284600
1;2020-02-17;323400
1;2020-02-21;332500
1;2020-02-13;140000
1;2020-03-04;1131200
1;2020-02-25;358000
1;2020-02-27;1225500
1;2020-02-20;212600
1;2020-02-27;390000
1;2020-02-26;6454000
1;2020-02-26;943000
1;2020-02-26;127000
1;2020-02-20;750270
1;2020-02-18;639000
1;2020-02-25;590000
1;2020-03-02;1265320
1;2020-02-26;488000
1;2020-03-05;272000
1;2020-02-24;1100000
1;2020-03-13;1685800
1;2020-02-27;350000
1;2020-03-11;2800000
1;2020-02-26;1440000
1;2020-03-04;543000
1;2020-03-05;333350
1;2020-03-02;171000
1;2020-03-09;596000
1;2020-02-24;1928040
1;2020-03-12;330000
1;2020-02-26;910000
1;2020-02-27;580000
1;2020-03-18;1880000
